Hours,Well,Carbon source,Replicate,OD600
3.319444444444444,B1,Glucose,1,0.159
3.6527777777777777,B1,Glucose,1,0.173
3.986111111111111,B1,Glucose,1,0.189
4.319444444444445,B1,Glucose,1,0.209
4.652777777777779,B1,Glucose,1,0.232
4.986111111111112,B1,Glucose,1,0.26
5.319444444444445,B1,Glucose,1,0.289
5.652777777777779,B1,Glucose,1,0.328
5.986111111111112,B1,Glucose,1,0.367
6.319444444444445,B1,Glucose,1,0.406
6.652777777777779,B1,Glucose,1,0.451
6.986111111111112,B1,Glucose,1,0.503
7.319444444444445,B1,Glucose,1,0.554
7.652777777777779,B1,Glucose,1,0.59
7.986111111111112,B1,Glucose,1,0.607
8.319444444444445,B1,Glucose,1,0.599
8.652777777777779,B1,Glucose,1,0.592
