,Carbon source,Phase,Metabolite,Intracellular concentration [uM],Error [uM],SEM [uM],# values,idx concentration sheet,Min,Max,LB,Min LB,UB,Max UB
583,L-Malate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
584,L-Malate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
585,L-Malate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
586,L-Malate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
587,L-Malate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
588,L-Malate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
589,L-Malate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
590,L-Malate,Unknown,Butyrate,,,,,,,,,,,
591,L-Malate,Unknown,Butyrate,,,,,,,,,,,
592,L-Malate,Unknown,Butyrate,,,,,,,,,,,
593,L-Malate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
594,L-Malate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
595,L-Malate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
596,L-Malate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
597,L-Malate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
598,L-Malate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
599,L-Malate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
600,L-Malate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
601,L-Malate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
602,L-Malate,Unknown,,,,,,,,,,,,
603,L-Malate,Unknown,,,,,,,,,,,,
604,L-Malate,Unknown,,,,,,,,,,,,
605,L-Malate,Unknown,Lactate,,,,,,,,,,,
606,L-Malate,Unknown,Lactate,,,,,,,,,,,
607,L-Malate,Unknown,Lactate,,,,,,,,,,,
608,L-Malate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
609,L-Malate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
610,L-Malate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
611,L-Malate,Unknown,Propionate,,,,,,,,,,,
612,L-Malate,Unknown,Propionate,,,,,,,,,,,
613,L-Malate,Unknown,Propionate,,,,,,,,,,,
614,L-Malate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
615,L-Malate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
616,L-Malate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
617,L-Malate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
618,L-Malate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
619,L-Malate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
620,L-Malate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
621,L-Malate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
622,L-Malate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
623,L-Malate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
624,L-Malate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
625,L-Malate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
626,L-Malate,Unknown,Valerate,,,,,,,,,,,
627,L-Malate,Unknown,Valerate,,,,,,,,,,,
628,L-Malate,Unknown,Valerate,,,,,,,,,,,
629,L-Malate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
630,L-Malate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
631,L-Malate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
632,L-Malate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
633,L-Malate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
634,L-Malate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
635,L-Malate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
636,L-Malate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
637,L-Malate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
638,Pyruvate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
639,Pyruvate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
640,Pyruvate,Unknown,Acetate,658.0,25.0,12.755102040816327,1.0,4,658.0,658.0,633.0,633.0,683.0,683.0
641,Pyruvate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
642,Pyruvate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
643,Pyruvate,Unknown,Acetyl-ornithine,151.85,171.00743531983244,87.24869148971042,4.0,"5,6,8,9",14.1,398.0,-19.157435319832445,14.1,322.85743531983246,1720.0
644,Pyruvate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
645,Pyruvate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
646,Pyruvate,Unknown,Alanine,1057.9166666666667,727.9116871256252,371.38351383960475,6.0,"18,16,15,10,13,14",349.1666666666667,2550.0,330.0049795410415,240.52391744077343,1785.828353792292,2800.0
647,Pyruvate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
648,Pyruvate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
649,Pyruvate,Unknown,Asparagine,390.1111111111111,280.5382816468774,143.13177635044767,6.0,"38,37,35,33,31,34",103.0,970.0,109.57282946423368,81.47672660141086,670.6493927579885,1550.0
650,Pyruvate,Unknown,Butyrate,,,,,,,,,,,
651,Pyruvate,Unknown,Butyrate,,,,,,,,,,,
652,Pyruvate,Unknown,Butyrate,,,,,,,,,,,
653,Pyruvate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
654,Pyruvate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
655,Pyruvate,Unknown,Citrate,5333.833333333334,8160.724914638404,4163.635160529798,5.0,"56,57,52,51,55",165.83333333333334,21900.0,-2826.89158130507,154.40000000000003,13494.558247971738,27300.0
656,Pyruvate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
657,Pyruvate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
658,Pyruvate,Unknown,Fumarate,232.9666666666667,59.17396929206099,30.19080065921479,5.0,"85,81,80,83,84",115.0,283.33333333333337,173.79269737460572,3.0,292.14063595872767,10600.0
659,Pyruvate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
660,Pyruvate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
661,Pyruvate,Unknown,Glycine,391.27777777777777,82.23879739837436,41.95857010121141,3.0,"115,113,112",318.0,463.3333333333333,309.0389803794034,318.0,473.5165751761521,572.8032277234248
662,Pyruvate,Unknown,,,,,,,,,,,,
663,Pyruvate,Unknown,,,,,,,,,,,,
664,Pyruvate,Unknown,,,,,,,,,,,,
665,Pyruvate,Unknown,Lactate,,,,,,,,,,,
666,Pyruvate,Unknown,Lactate,,,,,,,,,,,
667,Pyruvate,Unknown,Lactate,,,,,,,,,,,
668,Pyruvate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
669,Pyruvate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
670,Pyruvate,Unknown,Methionine,87.33888888888889,34.281602868730964,17.490613708536205,6.0,"171,166,164,163,167,168",30.3,145.0,53.057286020157925,30.3,121.62049175761985,168.0
671,Pyruvate,Unknown,Propionate,,,,,,,,,,,
672,Pyruvate,Unknown,Propionate,,,,,,,,,,,
673,Pyruvate,Unknown,Propionate,,,,,,,,,,,
674,Pyruvate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
675,Pyruvate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
676,Pyruvate,Unknown,Putrescine,1626.3325,1171.697735844114,597.8049672674051,4.0,"211,209,212,210",281.0,3060.0,454.63476415588593,257.0,2798.030235844114,3060.0
677,Pyruvate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
678,Pyruvate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
679,Pyruvate,Unknown,Pyruvate,8050.0,0.0,0.0,1.0,213,8050.0,8050.0,8050.0,8050.0,8050.0,8050.0
680,Pyruvate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
681,Pyruvate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
682,Pyruvate,Unknown,Serine,200.19444444444446,89.03215617869289,45.424569478924944,6.0,"233,229,230,234,235,236",68.0,343.0,111.16228826575157,25.700000000000003,289.22660062313736,427.0
683,Pyruvate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
684,Pyruvate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
685,Pyruvate,Unknown,Succinate,1251.0666666666668,483.1952982552707,246.5282133955463,5.0,"238,239,240,242,243",569.0,1841.6666666666667,767.8713684113961,341.0,1734.2619649219375,2190.0
686,Pyruvate,Unknown,Valerate,,,,,,,,,,,
687,Pyruvate,Unknown,Valerate,,,,,,,,,,,
688,Pyruvate,Unknown,Valerate,,,,,,,,,,,
689,Pyruvate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
690,Pyruvate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
691,Pyruvate,Unknown,Valine,1321.5,1248.5217435885263,637.0008895859828,6.0,"270,272,273,274,278,275",157.5,4020.0,72.9782564114737,119.7013561041062,2570.021743588526,4580.0
692,Pyruvate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
693,Pyruvate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
694,Pyruvate,Unknown,Alpha-ketoglutarate,352.94666666666666,188.77099258594907,96.31173091119851,5.0,"23,24,22,21,20",126.4,616.0,164.17567408071758,105.80507208072824,541.7176592526157,1060.0
695,Pyruvate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
696,Pyruvate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
697,Pyruvate,Unknown,Beta-hydroxybutyrate,,,,,,,,,,,
