,Metabolite name,Metabolite id,Mass,Charge,Phosphate,Topological Polar Surface Area,log P,Metabolite class,Pathway,Average carbon oxidation,Leakage (mM/gDW/h),Time,Glucose,Predicted growth rate,Shadow price,Turnover,Uptake (mM/gDW/h),log10(leakage),log10(-Shadow price),log10(Turnover)
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.018444274,8,0.319464759,0.557501656,-0.018228636,2.342959173,0,-1.734138441,-1.739245827,0.369764721
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.107115356,8,0.319464759,0.557501656,-0.036408744,1.316648873,0,-0.970148265,-1.438794307,0.119469972
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.074471798,8,0.319464759,0.557501656,-0.045381393,1.230843235,0,-1.128008164,-1.343122179,0.090202743
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.008218376,8,0.319464759,0.557501656,-0.282504109,0.086180836,0,-2.085214002,-0.548975231,-1.064589298
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.003711733,8,0.319464759,0.557501656,-0.256225015,0.031690067,0,-2.430423236,-0.591378473,-1.499076848
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.003792525,8,0.319464759,0.557501656,-0.096748628,0.077001571,0,-2.421071527,-1.014355186,-1.113500413
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.00417852,8,0.319464759,0.557501656,-0.096885142,0.103285544,0,-2.378977474,-1.013742819,-0.985960458
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.00417852,8,0.319464759,0.557501656,-0.096885142,0.103285544,0,-2.378977474,-1.013742819,-0.985960458
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0.502767065,8,0.319464759,0.557501656,-0.023916113,4.949851823,0,-0.298633179,-1.621309396,0.694592198
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.009962963,8,0.319464759,0.557501656,-0.036755129,0.123238529,0,-2.001611492,-1.434682047,-0.909253496
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.006556261,8,0.319464759,0.557501656,-0.060068397,0.336001788,0,-2.183343796,-1.221353961,-0.473658412
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.006534052,8,0.319464759,0.557501656,-0.048348588,0.927441914,0,-2.184817406,-1.315616208,-0.032713281
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,8,0.319464759,0.557501656,,,0.163852039,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0,8,0.319464759,0.557501656,,,0.063980412,#NAME?,,
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,8,0.319464759,0.557501656,,,97.32185337,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,24.27873866,8,0.319464759,0.557501656,-0.024276229,0.18441876,0,1.38522612,-1.614818771,-0.734194902
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,32.72703615,8,0.319464759,0.557501656,-0.051029113,0,0,1.514906676,-1.292181984,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0.609273943,8.5,0.219848765,0.550085808,-0.059417822,0.219848765,0,-0.215187395,-1.226083274,-0.65787597
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,1.742745771,8.5,0.219848765,0.550085808,-0.059502088,0.444115077,0,0.241234038,-1.225467793,-0.352504483
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,1.843567073,8.5,0.219848765,0.550085808,-0.061672994,0,0,0.265658943,-1.209904965,#NAME?
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,1.340917828,8.5,0.219848765,0.550085808,-0.026883311,0.301996738,0,0.127402165,-1.570517242,-0.519997749
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.56248968,8.5,0.219848765,0.550085808,-0.0268798,0.919961113,0,-0.249885441,-1.570573974,-0.03623053
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.533460853,8.5,0.219848765,0.550085808,-0.019768429,0.797508712,0,-0.272897445,-1.704027844,-0.098264564
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.109914068,8.5,0.219848765,0.550085808,-0.018597461,1.253495741,0,-0.958946719,-1.730546344,0.098122863
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,8.5,0.219848765,0.550085808,,,305.3147612,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.158804343,8.5,0.219848765,0.550085808,-0.049573696,0.461426828,0,-0.799137625,-1.304748698,-0.335897159
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.08166456,8.5,0.219848765,0.550085808,-0.049345854,0.196069285,0,-1.087966371,-1.306749333,-0.707590435
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.030402901,8.5,0.219848765,0.550085808,-0.038046452,0.300954696,0,-1.517084979,-1.419685834,-0.521498876
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,2.164913278,8.5,0.219848765,0.550085808,-0.021766999,10.60530987,0,0.335440504,-1.662201438,1.025523362
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0.507565155,8.5,0.219848765,0.550085808,-0.022606057,10.60530987,0,-0.294508201,-1.645775176,1.025523362
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,0.983940091,8.5,0.219848765,0.550085808,-0.023445115,10.60530987,0,-0.007031344,-1.629947626,1.025523362
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,1.394396319,8.5,0.219848765,0.550085808,-0.020191606,12.29969942,0,0.144386228,-1.694829131,1.089894498
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0,8.5,0.219848765,0.550085808,,,0.404180691,#NAME?,,
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0.041448683,8.5,0.219848765,0.550085808,-0.011860998,0.553564,0,-1.382489265,-1.92587876,-0.256832161
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,0.018542061,8.5,0.219848765,0.550085808,-0.086491323,0.232775411,0,-1.731842,-1.063027459,-0.633062899
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.016349742,8.5,0.219848765,0.550085808,-0.018228636,2.328220786,0,-1.786489101,-1.739245827,0.367024162
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.094951335,8.5,0.219848765,0.550085808,-0.036408744,1.299134902,0,-1.022498925,-1.438794307,0.11365425
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.066014779,8.5,0.219848765,0.550085808,-0.045381393,1.214470645,0,-1.180358824,-1.343122179,0.084387022
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.007285097,8.5,0.219848765,0.550085808,-0.282504109,0.085034465,0,-2.137564663,-0.548975231,-1.070405019
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.003290229,8.5,0.219848765,0.550085808,-0.256225015,0.031268528,0,-2.482773896,-0.591378473,-1.504892569
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.003361846,8.5,0.219848765,0.550085808,-0.096748628,0.075977302,0,-2.473422187,-1.014355186,-1.119316134
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.003704008,8.5,0.219848765,0.550085808,-0.096885142,0.101911647,0,-2.431328134,-1.013742819,-0.991776179
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.003704008,8.5,0.219848765,0.550085808,-0.096885142,0.101911647,0,-2.431328134,-1.013742819,-0.991776179
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0.445672832,8.5,0.219848765,0.550085808,-0.023916113,4.933291715,0,-0.35098384,-1.621309396,0.693136797
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.008831569,8.5,0.219848765,0.550085808,-0.036755129,0.121599218,0,-2.053962153,-1.434682047,-0.915069217
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.005811732,8.5,0.219848765,0.550085808,-0.060068397,0.331532316,0,-2.235694457,-1.221353961,-0.479474133
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.005792045,8.5,0.219848765,0.550085808,-0.048348588,0.917968344,0,-2.237168067,-1.315616208,-0.037172295
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,8.5,0.219848765,0.550085808,,,0.145245,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0,8.5,0.219848765,0.550085808,,,0.056714796,#NAME?,,
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,8.5,0.219848765,0.550085808,,,86.26998257,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,21.52164482,8.5,0.219848765,0.550085808,-0.024276229,0.181965635,0,1.33287546,-1.614818771,-0.740010623
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,29.01055355,8.5,0.219848765,0.550085808,-0.051029113,0,0,1.462556016,-1.292181984,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0.406085764,9,0.184094878,0.555426025,-0.058806512,0.184094878,0,-0.391382235,-1.230574578,-0.734958295
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0.606736429,9,0.184094878,0.555426025,-0.058889912,0.483506501,0,-0.216999929,-1.229959097,-0.315597682
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,3.635557411,9,0.184094878,0.555426025,-0.061038483,0,0,0.560571007,-1.214396269,#NAME?
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,2.4690997,9,0.184094878,0.555426025,-0.026606727,0.377896653,0,0.392538627,-1.575008546,-0.422626955
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.523949859,9,0.184094878,0.555426025,-0.026603252,1.109908315,0,-0.280710272,-1.575065278,0.045287105
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.90567435,9,0.184094878,0.555426025,-0.019565045,0.968727166,0,-0.043027932,-1.708519148,-0.013798521
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.418353634,9,0.184094878,0.555426025,-0.018406124,1.429140904,0,-0.378456454,-1.735037648,0.15507505
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,9,0.184094878,0.555426025,,,76.47321242,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.477706052,9,0.184094878,0.555426025,-0.049063666,0.518526297,0,-0.320839257,-1.309240001,-0.285229214
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.193208927,9,0.184094878,0.555426025,-0.048838168,0.215512703,0,-0.713972811,-1.311240637,-0.666527125
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.037510037,9,0.184094878,0.555426025,-0.037655018,0.321416339,0,-1.425852508,-1.424177138,-0.49293205
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,5.858150331,9,0.184094878,0.555426025,-0.021543053,10.27522141,0,0.767760512,-1.666692742,1.011791189
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0.397512798,9,0.184094878,0.555426025,-0.022373479,10.27522141,0,-0.400648885,-1.65026648,1.011791189
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,1.348376328,9,0.184094878,0.555426025,-0.023203905,10.27522141,0,0.129811119,-1.634438929,1.011791189
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,7.274879212,9,0.184094878,0.555426025,-0.019983869,12.18960473,0,0.861825787,-1.699320434,1.085989623
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0.038910979,9,0.184094878,0.555426025,-0.015689708,10.78705218,0,-1.409927841,-1.804385143,1.03290278
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,9,0.184094878,0.555426025,,,0.006905117,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,0.053724564,9,0.184094878,0.555426025,-0.085601473,0.235035187,0,-1.269827104,-1.067518763,-0.628867114
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.158747803,9,0.184094878,0.555426025,-0.018041094,2.203599133,0,-0.799292277,-1.743737131,0.343132593
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007780597,9,0.184094878,0.555426025,-0.036034159,1.311746866,0,-2.108987081,-1.44328561,0.117850035
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.034783477,9,0.184094878,0.555426025,-0.044914495,1.226260691,0,-1.458627006,-1.347613483,0.088582807
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000332714,9,0.184094878,0.555426025,-0.279597616,0.085859977,0,-3.477929015,-0.553466535,-1.066209234
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.002080828,9,0.184094878,0.555426025,-0.25358889,0.031572082,0,-2.681763861,-0.595869777,-1.500696784
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.132397017,9,0.184094878,0.555426025,-0.095753247,0.076714887,0,-0.878121799,-1.01884649,-1.11512035
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.13325451,9,0.184094878,0.555426025,-0.095888357,0.102901002,0,-0.875318085,-1.018234123,-0.987580394
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.13325451,9,0.184094878,0.555426025,-0.095888357,0.102901002,0,-0.875318085,-1.018234123,-0.987580394
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0,9,0.184094878,0.555426025,,,0.529426114,#NAME?,,
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002585609,9,0.184094878,0.555426025,-0.036376981,0.1227797,0,-2.587437202,-1.43917335,-0.910873432
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.015523629,9,0.184094878,0.555426025,-0.059450394,0.334750822,0,-1.809006738,-1.225845265,-0.475278348
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.011767099,9,0.184094878,0.555426025,-0.047851162,0.923988961,0,-1.929330582,-1.320107512,-0.034333217
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,9,0.184094878,0.555426025,,,0.162766785,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0.004695445,9,0.184094878,0.555426025,-0.187544,0.052619951,0,-2.328323229,-0.726896826,-1.278849563
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,9,0.184094878,0.555426025,,,960.6463091,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,9,0.184094878,0.555426025,,,47.04143504,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,33.4768118,9,0.184094878,0.555426025,-0.028291272,0,0,1.524744091,-1.54834752,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0.385775237,9.5,0.166865024,0.553023551,-0.058806512,0.166865024,0,-0.413665654,-1.230574578,-0.777634685
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0.576390285,9.5,0.166865024,0.553023551,-0.058889912,0.481415112,0,-0.239283348,-1.229959097,-0.317480281
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,3.45372368,9.5,0.166865024,0.553023551,-0.061038483,0,0,0.538287588,-1.214396269,#NAME?
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,2.345606778,9.5,0.166865024,0.553023551,-0.026606727,0.392695634,0,0.370255208,-1.575008546,-0.405943927
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.497744315,9.5,0.166865024,0.553023551,-0.026603252,1.137974567,0,-0.302993691,-1.575065278,0.056132556
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.860376717,9.5,0.166865024,0.553023551,-0.019565045,0.997404091,0,-0.065311351,-1.708519148,-0.001128855
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.397429525,9.5,0.166865024,0.553023551,-0.018406124,1.455826327,0,-0.400739873,-1.735037648,0.163109569
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,0,9.5,0.166865024,0.553023551,,,72.6483768,#NAME?,,
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.45381341,9.5,0.166865024,0.553023551,-0.049063666,0.516283431,0,-0.343122675,-1.309240001,-0.287111812
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.183545512,9.5,0.166865024,0.553023551,-0.048838168,0.214580511,0,-0.73625623,-1.311240637,-0.668409724
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.035633959,9.5,0.166865024,0.553023551,-0.037655018,0.320026065,0,-1.448135927,-1.424177138,-0.494814649
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,5.565152805,9.5,0.166865024,0.553023551,-0.021543053,10.29541742,0,0.745477093,-1.666692742,1.01264396
12,Cis-aconitate,acon_C,171.08442,-3,0,112,-1,Organic acid,TCA,1,0.37763105,9.5,0.166865024,0.553023551,-0.022373479,10.29541742,0,-0.422932304,-1.65026648,1.01264396
13,Isocitrate,icit,189.0997,-3,0,132,-1.8,Organic acid,TCA,1,1.280936794,9.5,0.166865024,0.553023551,-0.023203905,10.29541742,0,0.107527701,-1.634438929,1.01264396
14,alpha-Ketoglutarate,akg,144.08226,-2,0,91.7,-0.9,Other,TCA,0.8,6.911023474,9.5,0.166865024,0.553023551,-0.019983869,12.18508302,0,0.839542368,-1.699320434,1.085828493
15,Fumarate,fum,114.05628,-2,0,80.3,-0.041,Organic acid,TCA,1,0.036964832,9.5,0.166865024,0.553023551,-0.015689708,10.78084486,0,-1.43221126,-1.804385143,1.032652797
16,Alanine,ala__L,89.09318,0,0,63.3,-3,Amino acid,Amino acid,-1,0,9.5,0.166865024,0.553023551,,,0.006559755,#NAME?,,
17,Valine,val__L,117.14634,0,0,63.3,-2.3,Amino acid,Amino acid,-1.4,0.05103751,9.5,0.166865024,0.553023551,-0.085601473,0.234018552,0,-1.292110523,-1.067518763,-0.630749712
18,Aspartate,asp__L,132.09474,-1,0,101,-2.8,Amino acid,Amino acid,0.25,0.150807973,9.5,0.166865024,0.553023551,-0.018041094,2.201504349,0,-0.821575696,-1.743737131,0.342719548
19,Homoserine,hom__L,119.11916,0,0,83.6,-4.4,Amino acid,Amino acid,-0.75,0.007391448,9.5,0.166865024,0.553023551,-0.036034159,1.306072955,0,-2.131270499,-1.44328561,0.115967437
20,Threonine,thr__L,119.11916,0,0,83.6,-2.9,Amino acid,Amino acid,-0.75,0.033043769,9.5,0.166865024,0.553023551,-0.044914495,1.220956547,0,-1.480910425,-1.347613483,0.086700208
21,Methionine,met__L,149.21134,0,0,88.6,-1.9,Amino acid,Amino acid,-1.4,0.000316073,9.5,0.166865024,0.553023551,-0.279597616,0.085488593,0,-3.500212434,-0.553466535,-1.068091833
22,Tryptophane,trp__L,204.22518,0,0,79.1,-1.1,Amino acid,Amino acid,-0.181818182,0.001976754,9.5,0.166865024,0.553023551,-0.25358889,0.031435518,0,-2.70404728,-0.595869777,-1.502579383
23,Tyrosine,tyr__L,181.18854,0,0,83.6,-2.3,Amino acid,Amino acid,-0.555555556,0.125775132,9.5,0.166865024,0.553023551,-0.095753247,0.07638306,0,-0.900405218,-1.01884649,-1.117002948
24,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.126589737,9.5,0.166865024,0.553023551,-0.095888357,0.102455908,0,-0.897601504,-1.018234123,-0.989462993
25,Phenylalanine,phe__L,165.18914,0,0,63.3,-1.5,Amino acid,Amino acid,-0.777777778,0.126589737,9.5,0.166865024,0.553023551,-0.095888357,0.102455908,0,-0.897601504,-1.018234123,-0.989462993
26,Glutamate,glu__L,146.12132,-1,0,101,-3.7,Amino acid,Amino acid,-0.2,0,9.5,0.166865024,0.553023551,,,0.502946674,#NAME?,,
27,Proline,pro__L,115.13046,0,0,49.3,-2.5,Amino acid,Amino acid,-1,0.002456289,9.5,0.166865024,0.553023551,-0.036376981,0.122248621,0,-2.609720621,-1.43917335,-0.912756031
28,Serine,ser__L,105.09258,0,0,83.6,-3.1,Amino acid,Amino acid,-0.333333333,0.014747209,9.5,0.166865024,0.553023551,-0.059450394,0.33330287,0,-1.831290157,-1.225845265,-0.477160947
29,Glycine,gly,75.0666,0,0,63.3,-3.2,Amino acid,Amino acid,-0.5,0.011178564,9.5,0.166865024,0.553023551,-0.047851162,0.919992283,0,-1.951614001,-1.320107512,-0.036215816
30,Arginine,arg__L,175.2089,1,0,128,-4.2,Amino acid,Amino acid,0.333333333,0,9.5,0.166865024,0.553023551,,,0.154625945,#NAME?,,
31,Histidine,his__L,155.15456,0,0,92,-3.2,Amino acid,Amino acid,0.666666667,0.004460601,9.5,0.166865024,0.553023551,-0.187544,0.052392345,0,-2.350606648,-0.726896826,-1.280732161
32,Acetate,ac,59.04402,-1,0,40.1,0.4,Organic acid,Other,0,0,9.5,0.166865024,0.553023551,,,912.5992335,#NAME?,,
33,Orotate,orot,155.08832,-1,0,98.3,-0.8,Organic acid,Pyrimidine metabolism,2,0,9.5,0.166865024,0.553023551,,,44.6886405,#NAME?,,
34,Uracil,ura,112.08676,0,0,58.2,-1.1,Other,Pyrimidine metabolism,1.5,31.80245685,9.5,0.166865024,0.553023551,-0.028291272,0,0,1.502460672,-1.54834752,#NAME?
0,Glucose-6-phosphate,g6p,258.119901,-2,1,165,-4.5,Phosphorylated sugar,Glycolysis,0.833333333,0.376128719,10,0.141847055,0.44783528,-0.058345351,0.141847055,0,-0.424663505,-1.233993741,-0.848179675
1,Fructose-6-phosphate,f6p,258.119901,-2,1,165,-4.3,Phosphorylated sugar,Glycolysis,0.833333333,0,10,0.141847055,0.44783528,,,0.492397919,#NAME?,,
2,"Fructose-1,6-bisphosphate",fdp,336.083922,-4,2,215,-5.9,Phosphorylated sugar,Glycolysis,3.333333333,0.122792427,10,0.141847055,0.44783528,-0.064595211,0.244397795,0,-0.910828418,-1.189799678,-0.611902716
3,Dihydroxyacetonephosphate,dhap,168.041961,-2,1,104,-5.9,Other,Glycolysis,1.666666667,1.401295138,10,0.141847055,0.44783528,-0.034009795,0.244397795,0,0.146529615,-1.468395988,-0.611902716
4,Glyceraldehyde-3-phosphate,g3p,168.041961,-2,1,104,-2.75,Other,Glycolysis,1.666666667,0.48529795,10,0.141847055,0.44783528,-0.03401249,0.539346938,0,-0.313991543,-1.46836157,-0.268131782
5,2/3-phosphoglycerate,"2pg, 3pg",183.033421,-3,1,124,-2.6,Phosphorylated sugar,Glycolysis,2.333333333,0.55089094,10,0.141847055,0.44783528,-0.026983471,0.190545206,0,-0.25893437,-1.568902178,-0.720001974
6,Phosphoenolpyruvate,pep,165.018141,-3,1,104,-1.1,Phosphorylated sugar,Glycolysis,2.333333333,0.743999271,10,0.141847055,0.44783528,-0.027883763,0.371227681,0,-0.12842749,-1.554648625,-0.430359648
7,Pyruvate,pyr,87.05412,-1,0,57.2,-0.6,Organic acid,Glycolysis,0.666666667,22.66809175,10,0.141847055,0.44783528,-0.019052321,2.392095387,0,1.355414962,-1.720052108,0.378778494
8,Ribose-5-phosphate,r5p,228.093921,-2,1,137,-3.6,Phosphorylated sugar,PPP,1,0.44246556,10,0.141847055,0.44783528,-0.051003412,0.418083343,0,-0.354120527,-1.292400772,-0.378737135
9,Ribu-/Xylulose-5-phosphate,"ru5p__D, ru5p__L, xu5p__D, xu5p__L",228.093921,-2,1,145,-3.7,Phosphorylated sugar,PPP,1,0.178955858,10,0.141847055,0.44783528,-0.050828527,0.17376606,0,-0.747254081,-1.293892479,-0.760035047
10,Erythrose-4-phosphate,e4p,198.067941,-2,1,124,-3.3,Phosphorylated sugar,PPP,1.25,0.034742912,10,0.141847055,0.44783528,-0.042369561,0.25915526,0,-1.459133779,-1.372946031,-0.586439972
11,Citrate,cit,189.0997,-3,0,141,0.2,Organic acid,TCA,1,1.132561906,10,0.141847055,0.44783528,-0.031908246,13.61933764,0,0.05406195,-1.49609707,1.134155987
