,Sample_ID,USER CODE,Carbon source,Timepoint-tag,Metabolite,Concentration,Hours,Timepoint,M
376,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,PIPECOLIC ACID,0.01172839973970314,10,2,M6
377,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,PIPECOLIC ACID,0.00733963193438706,9,2,M7
378,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,PIPECOLIC ACID,0.020603185110232798,10,3,M5
379,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,PIPECOLIC ACID,0.012500550981062,11,3,M6
380,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,PIPECOLIC ACID,0.024436968044864598,10,3,M7
381,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,PIPECOLIC ACID,0.025738343999587597,12,4,M5
382,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,PIPECOLIC ACID,0.0261958578101864,13,4,M6
383,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,PIPECOLIC ACID,0.018510799840587462,12,4,M7
384,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,PIPECOLIC ACID,0.0104949573108693,10,1,M9
385,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,PIPECOLIC ACID,0.01375913726423326,10,1,M10
386,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,PIPECOLIC ACID,0.00517671588001816,10,1,M11
387,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,PIPECOLIC ACID,0.0247585224347862,16,2,M9
388,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,PIPECOLIC ACID,0.021388550025942803,16,2,M10
389,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,PIPECOLIC ACID,0.01887917773527602,16,2,M11
390,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,PIPECOLIC ACID,0.039908709116614,18,3,M9
391,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,PIPECOLIC ACID,0.039528508147512596,18,3,M10
392,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,PIPECOLIC ACID,0.0371313701230078,18,3,M11
393,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,PIPECOLIC ACID,0.1033743383194482,22,4,M9
394,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,PIPECOLIC ACID,0.09856501917086799,22,4,M10
395,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,PIPECOLIC ACID,0.10205739799129901,22,4,M11
396,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,PIPECOLIC ACID,,0,0,Alanine_001
397,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,PIPECOLIC ACID,,0,0,Alanine_002
398,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,PIPECOLIC ACID,,0,0,Alanine_003
399,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,PIPECOLIC ACID,,0,0,Galactose_001
400,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,PIPECOLIC ACID,,0,0,Galactose_002
401,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,PIPECOLIC ACID,,0,0,Galactose_003
402,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,PIPECOLIC ACID,,0,0,malate_001
403,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,PIPECOLIC ACID,,0,0,malate_002
404,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,PIPECOLIC ACID,,0,0,malate_003
405,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,ALPHA-AMINOBUTYRATE,,6,1,M1
406,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,ALPHA-AMINOBUTYRATE,,6,1,M2
407,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,ALPHA-AMINOBUTYRATE,,8,1,M3
408,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,ALPHA-AMINOBUTYRATE,,12,2,M1
409,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,ALPHA-AMINOBUTYRATE,,12,2,M2
410,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,ALPHA-AMINOBUTYRATE,,14,2,M3
411,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,ALPHA-AMINOBUTYRATE,,14,3,M1
412,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,ALPHA-AMINOBUTYRATE,,14,3,M2
413,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,ALPHA-AMINOBUTYRATE,,16,3,M3
414,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,ALPHA-AMINOBUTYRATE,5.975775747379361,18,4,M1
415,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,ALPHA-AMINOBUTYRATE,,18,4,M2
416,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,ALPHA-AMINOBUTYRATE,,20,4,M3
417,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,ALPHA-AMINOBUTYRATE,,6,1,M5
418,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,ALPHA-AMINOBUTYRATE,,6,1,M6
419,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,ALPHA-AMINOBUTYRATE,,6,1,M7
420,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,ALPHA-AMINOBUTYRATE,,9,2,M5
421,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,ALPHA-AMINOBUTYRATE,,10,2,M6
422,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,ALPHA-AMINOBUTYRATE,,9,2,M7
423,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,ALPHA-AMINOBUTYRATE,,10,3,M5
424,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,ALPHA-AMINOBUTYRATE,,11,3,M6
425,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,ALPHA-AMINOBUTYRATE,,10,3,M7
426,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,ALPHA-AMINOBUTYRATE,,12,4,M5
427,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,ALPHA-AMINOBUTYRATE,,13,4,M6
428,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,ALPHA-AMINOBUTYRATE,,12,4,M7
429,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,ALPHA-AMINOBUTYRATE,159.1964499120158,10,1,M9
430,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,ALPHA-AMINOBUTYRATE,153.7968230804112,10,1,M10
431,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,ALPHA-AMINOBUTYRATE,131.64892067482918,10,1,M11
432,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,ALPHA-AMINOBUTYRATE,293.977829980978,16,2,M9
433,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,ALPHA-AMINOBUTYRATE,335.866190174556,16,2,M10
434,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,ALPHA-AMINOBUTYRATE,309.159768049334,16,2,M11
435,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,ALPHA-AMINOBUTYRATE,358.783394305178,18,3,M9
436,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,ALPHA-AMINOBUTYRATE,354.227056119758,18,3,M10
437,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,ALPHA-AMINOBUTYRATE,352.334122060492,18,3,M11
438,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,ALPHA-AMINOBUTYRATE,1.758861381266366,22,4,M9
439,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,ALPHA-AMINOBUTYRATE,2.22885898873216,22,4,M10
440,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,ALPHA-AMINOBUTYRATE,,22,4,M11
441,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,ALPHA-AMINOBUTYRATE,2.3881783561575203,0,0,Alanine_001
442,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,ALPHA-AMINOBUTYRATE,2.18851106162778,0,0,Alanine_002
443,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,ALPHA-AMINOBUTYRATE,2.4725589455242,0,0,Alanine_003
444,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,ALPHA-AMINOBUTYRATE,,0,0,Galactose_001
445,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,ALPHA-AMINOBUTYRATE,,0,0,Galactose_002
446,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,ALPHA-AMINOBUTYRATE,,0,0,Galactose_003
447,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,ALPHA-AMINOBUTYRATE,,0,0,malate_001
448,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,ALPHA-AMINOBUTYRATE,,0,0,malate_002
449,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,ALPHA-AMINOBUTYRATE,,0,0,malate_003
450,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,BETA-ALANINE,0.074758815546201,6,1,M1
451,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,BETA-ALANINE,0.0679315517831272,6,1,M2
452,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,BETA-ALANINE,,8,1,M3
453,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,BETA-ALANINE,0.1452509473460706,12,2,M1
454,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,BETA-ALANINE,,12,2,M2
455,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,BETA-ALANINE,0.0721005035615234,14,2,M3
456,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,BETA-ALANINE,0.1782064737139924,14,3,M1
457,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,BETA-ALANINE,0.1529152011310062,14,3,M2
458,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,BETA-ALANINE,,16,3,M3
459,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,BETA-ALANINE,,18,4,M1
460,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,BETA-ALANINE,,18,4,M2
461,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,BETA-ALANINE,0.0305062593852936,20,4,M3
462,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,BETA-ALANINE,0.0584263592262968,6,1,M5
463,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,BETA-ALANINE,0.045619578627828,6,1,M6
464,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,BETA-ALANINE,0.0791475827218304,6,1,M7
465,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,BETA-ALANINE,0.1686494908034104,9,2,M5
466,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,BETA-ALANINE,0.1132460279289054,10,2,M6
467,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,BETA-ALANINE,0.369626820444144,9,2,M7
468,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,BETA-ALANINE,0.205276592281438,10,3,M5
469,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,BETA-ALANINE,0.1784734271157172,11,3,M6
470,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,BETA-ALANINE,0.31956489525988,10,3,M7
471,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,BETA-ALANINE,,12,4,M5
472,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,BETA-ALANINE,,13,4,M6
473,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,BETA-ALANINE,,12,4,M7
474,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,BETA-ALANINE,,10,1,M9
475,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,BETA-ALANINE,,10,1,M10
476,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,BETA-ALANINE,,10,1,M11
477,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,BETA-ALANINE,0.501957482646504,16,2,M9
478,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,BETA-ALANINE,0.397069692066428,16,2,M10
479,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,BETA-ALANINE,0.41560461481472,16,2,M11
480,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,BETA-ALANINE,0.847018653885946,18,3,M9
481,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,BETA-ALANINE,0.6992000370293601,18,3,M10
482,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,BETA-ALANINE,0.708217569717824,18,3,M11
483,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,BETA-ALANINE,0.1268594752933424,22,4,M9
484,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,BETA-ALANINE,0.1245849495971384,22,4,M10
485,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,BETA-ALANINE,0.1102336329866382,22,4,M11
486,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,BETA-ALANINE,,0,0,Alanine_001
487,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,BETA-ALANINE,,0,0,Alanine_002
488,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,BETA-ALANINE,,0,0,Alanine_003
489,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,BETA-ALANINE,,0,0,Galactose_001
490,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,BETA-ALANINE,,0,0,Galactose_002
491,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,BETA-ALANINE,,0,0,Galactose_003
492,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,BETA-ALANINE,,0,0,malate_001
493,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,BETA-ALANINE,,0,0,malate_002
494,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,BETA-ALANINE,,0,0,malate_003
495,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,ALANINE,,6,1,M1
496,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,ALANINE,,6,1,M2
497,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,ALANINE,,8,1,M3
498,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,ALANINE,,12,2,M1
499,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,ALANINE,,12,2,M2
500,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,ALANINE,,14,2,M3
501,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,ALANINE,1.6500794579206879,14,3,M1
502,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,ALANINE,,14,3,M2
503,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,ALANINE,1.18624951611727,16,3,M3
504,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,ALANINE,,18,4,M1
505,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,ALANINE,,18,4,M2
506,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,ALANINE,,20,4,M3
507,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,ALANINE,,6,1,M5
508,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,ALANINE,,6,1,M6
509,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,ALANINE,,6,1,M7
510,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,ALANINE,,9,2,M5
511,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,ALANINE,,10,2,M6
512,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,ALANINE,,9,2,M7
513,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,ALANINE,1.193908219570364,10,3,M5
514,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,ALANINE,,11,3,M6
515,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,ALANINE,,10,3,M7
516,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,ALANINE,,12,4,M5
517,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,ALANINE,,13,4,M6
518,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,ALANINE,1.98501907329477,12,4,M7
519,SM_MPTA_112023_52_L-alanine-T10_M9_25,#52: L-alanine-T10 M9,L-alanine,T1,ALANINE,34271.756193643196,10,1,M9
520,SM_MPTA_112023_53_L-alanine-T10_M10_26,#53: L-alanine-T10 M10,L-alanine,T1,ALANINE,32946.410897398404,10,1,M10
521,SM_MPTA_112023_54_L-alanine-T10_M11_27,#54: L-alanine-T10 M11,L-alanine,T1,ALANINE,33035.4642170136,10,1,M11
522,SM_MPTA_112023_79_L-alanine-T16_M9_28,#79: L-alanine-T16 M9,L-alanine,T2,ALANINE,17080.01240610562,16,2,M9
523,SM_MPTA_112023_80_L-alanine-T16_M10_29,#80: L-alanine-T16 M10,L-alanine,T2,ALANINE,19060.5161100877,16,2,M10
524,SM_MPTA_112023_81_L-alanine-T16_M11_30,#81: L-alanine-T16 M11,L-alanine,T2,ALANINE,21924.699409751,16,2,M11
525,SM_MPTA_112023_88_L-alanine-T18_M9_31,#88: L-alanine-T18 M9,L-alanine,T3,ALANINE,6007.00345630628,18,3,M9
526,SM_MPTA_112023_89_L-alanine-T18_M10_32,#89: L-alanine-T18 M10,L-alanine,T3,ALANINE,12189.31814393116,18,3,M10
527,SM_MPTA_112023_90_L-alanine-T18_M11_33,#90: L-alanine-T18 M11,L-alanine,T3,ALANINE,10298.697453451121,18,3,M11
528,SM_MPTA_112023_106_L-alanine-T22_M9_34,#106: L-alanine-T22 M9,L-alanine,T4,ALANINE,,22,4,M9
529,SM_MPTA_112023_107_L-alanine-T22_M10_35,#107: L-alanine-T22 M10,L-alanine,T4,ALANINE,2.6462893901905002,22,4,M10
530,SM_MPTA_112023_108_L-alanine-T22_M11_36,#108: L-alanine-T22 M11,L-alanine,T4,ALANINE,2.4800598678076198,22,4,M11
531,SM_MPTA_112023_ FreshMedia_M9 Alanine_001_37,  M9 Alanine_001,L-alanine,T0,ALANINE,40116.0031966678,0,0,Alanine_001
532,SM_MPTA_112023_ FreshMedia_M9 Alanine_002_38,M9 Alanine_002,L-alanine,T0,ALANINE,40190.8107128944,0,0,Alanine_002
533,SM_MPTA_112023_ FreshMedia_M9 Alanine_003_39,   M9 Alanine_003,L-alanine,T0,ALANINE,42267.9614755214,0,0,Alanine_003
534,SM_MPTA_112023_ FreshMedia_M9 Galactose_001_40, M9 Galactose_001,Galactose,T0,ALANINE,,0,0,Galactose_001
535,SM_MPTA_112023_ FreshMedia_M9 Galactose_002_41, M9 Galactose_002,Galactose,T0,ALANINE,3.5119840758424603,0,0,Galactose_002
536,SM_MPTA_112023_ FreshMedia_M9 Galactose_003_42, M9 Galactose_003,Galactose,T0,ALANINE,,0,0,Galactose_003
537,SM_MPTA_112023_ FreshMedia_M9 malate_001_43,M9 malate_001,L-malate,T0,ALANINE,4.9096967492634,0,0,malate_001
538,SM_MPTA_112023_ FreshMedia_M9 malate_002_44,M9 malate_002,L-malate,T0,ALANINE,4.84348167801948,0,0,malate_002
539,SM_MPTA_112023_ FreshMedia_M9 malate_003_45,M9 malate_003,L-malate,T0,ALANINE,4.2350951111453,0,0,malate_003
540,SM_MPTA_112023_28_Galactose-T6_M1_1,#28: Galactose-T6 M1,Galactose,T1,CREATINE,0.00127867538754124,6,1,M1
541,SM_MPTA_112023_29_Galactose-T6_M2_2,#29: Galactose-T6 M2,Galactose,T1,CREATINE,0.000361217486383576,6,1,M2
542,SM_MPTA_112023_39_Galactose-T8_M3_3,#39: Galactose-T8 M3,Galactose,T1,CREATINE,,8,1,M3
543,SM_MPTA_112023_55_Galactose-T12_M1_4,#55: Galactose-T12 M1,Galactose,T2,CREATINE,0.0054229670211753,12,2,M1
544,SM_MPTA_112023_56_Galactose-T12_M2_5,#56: Galactose-T12 M2,Galactose,T2,CREATINE,0.00310608420614828,12,2,M2
545,SM_MPTA_112023_66_Galactose-T14_M3_6,#66: Galactose-T14 M3,Galactose,T2,CREATINE,0.000575429361953678,14,2,M3
546,SM_MPTA_112023_64_Galactose-T14_M1_7,#64: Galactose-T14 M1,Galactose,T3,CREATINE,0.00638984552049148,14,3,M1
547,SM_MPTA_112023_65_Galactose-T14_M2_8,#65: Galactose-T14 M2,Galactose,T3,CREATINE,0.00643066406801478,14,3,M2
548,SM_MPTA_112023_75_Galactose-T16_M3_9,#75: Galactose-T16 M3,Galactose,T3,CREATINE,0.00221543582700406,16,3,M3
549,SM_MPTA_112023_82_Galactose-T18_M1_10,#82: Galactose-T18 M1,Galactose,T4,CREATINE,0.00910185390758102,18,4,M1
550,SM_MPTA_112023_83_Galactose-T18_M2_11,#83: Galactose-T18 M2,Galactose,T4,CREATINE,0.01090099490528796,18,4,M2
551,SM_MPTA_112023_93_Galactose-T20_M3_12,#93: Galactose-T20 M3,Galactose,T4,CREATINE,0.00710358004154628,20,4,M3
552,SM_MPTA_112023_31_L-malate-T6_M5_13,#31: L-malate-T6 M5,L-malate,T1,CREATINE,,6,1,M5
553,SM_MPTA_112023_32_L-malate-T6_M6_14,#32: L-malate-T6 M6,L-malate,T1,CREATINE,,6,1,M6
554,SM_MPTA_112023_33_L-malate-T6_M7_15,#33: L-malate-T6 M7,L-malate,T1,CREATINE,,6,1,M7
555,SM_MPTA_112023_127_L-malate-T9_M5_16,#127: L-malate-T9 M5,L-malate,T2,CREATINE,0.00255172953299788,9,2,M5
556,SM_MPTA_112023_50_L-malate-T10_M6_17,#50: L-malate-T10 M6,L-malate,T2,CREATINE,,10,2,M6
557,SM_MPTA_112023_129_L-malate-T9_M7_18,#129: L-malate-T9 M7,L-malate,T2,CREATINE,,9,2,M7
558,SM_MPTA_112023_49_L-malate-T10_M5_19,#49: L-malate-T10 M5,L-malate,T3,CREATINE,,10,3,M5
559,SM_MPTA_112023_134_L-malate-T11_M6_20,#134: L-malate-T11 M6,L-malate,T3,CREATINE,0.001425202773127522,11,3,M6
560,SM_MPTA_112023_51_L-malate-T10_M7_21,#51: L-malate-T10 M7,L-malate,T3,CREATINE,0.001324797610716666,10,3,M7
561,SM_MPTA_112023_58_L-malate-T12_M5_22,#58: L-malate-T12 M5,L-malate,T4,CREATINE,0.0044148990199087195,12,4,M5
562,SM_MPTA_112023_143_L-malate-T13_M6_23,#143: L-malate-T13 M6,L-malate,T4,CREATINE,0.001405522206365052,13,4,M6
563,SM_MPTA_112023_60_L-malate-T12_M7_24,#60: L-malate-T12 M7,L-malate,T4,CREATINE,0.001363182779221178,12,4,M7
