KEGG,Metabolite name,PubChem,ChEBI,METLIN,SMILES,Exact match
C05921,Biotinyl-5'-AMP,440839,None,None,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OC(=O)CCCC[C@@H]2SCC3NC(=O)NC23)[C@@H](O)[C@H]1O,True
C05922,Formamidopyrimidine nucleoside triphosphate,440840,58104,None,NC1=NC(N[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)=C(NC=O)C(=O)N1,True
C05923,"2,5-Diaminopyrimidine nucleoside triphosphate",440841,929,None,NC1=NC(N[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)=C(N)C(=O)N1,True
C05924,Molybdopterin,None,None,None,None,True
C05925,Dihydroneopterin phosphate,24771767,48954,None,NC1=NC(=O)C2=C(NCC(=N2)[C@H](O)[C@H](O)COP(O)(O)=O)N1,True
C05931,N-Succinyl-L-glutamate,None,48957,None,None,True
C05932,N2-Succinyl-L-glutamic acid 5-semialdehyde,440848,27657,6061.0,OC(=O)CCC(=O)N[C@@H](CCC=O)C(O)=O,True
C05938,L-4-Hydroxyglutamate semialdehyde,440851,27809,None,N[C@@H](C[C@@H](O)C=O)C(O)=O,True
C05946,D-4-Hydroxy-2-oxoglutarate,440853,4083,None,[H][C@@](O)(CC(=O)C(O)=O)C(O)=O,True
C05947,4-Hydroxy-L-glutamic acid,440854,21285,6586.0,N[C@@H](C[C@@H](O)C(O)=O)C(O)=O,True
C05951,Leukotriene D4,5280878,28666,3583.0,CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@H](N)C(=O)NCC(O)=O)[C@@H](O)CCCC(O)=O,True
C05973,2-Acyl-sn-glycero-3-phosphoethanolamine,None,28936,None,None,True
C05974,2-Acyl-sn-glycero-3-phosphoserine,None,37646,None,None,True
C05980,"CL(8:0/15:0/18:2(9Z,11Z)/23:0)",131828451,28494,None,[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC)OC(=O)CCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCC,True
C05983,Propinol adenylate,440863,62415,None,CCC(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,True
C05993,Acetyl adenylate,440867,37666,None,CC(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N,True
C05998,3-Hydroxyisovaleryl-CoA,11953876,28291,None,CC(C)(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C05999,None,None,None,None,None,False
C06000,(S)-3-Hydroxyisobutyryl-CoA,88,28259,453.0,CC(CO)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C06002,(S)-Methylmalonic acid semialdehyde,5462303,27821,6553.0,C[C@@H](C=O)C(O)=O,True
C06006,(S)-2-Aceto-2-hydroxybutanoic acid,440875,27681,None,CC[C@](O)(C(C)=O)C(O)=O,True
C06007,"(R)-2,3-Dihydroxy-3-methylvalerate",448154,27512,None,CC[C@@](C)(O)[C@@H](O)C(O)=O,True
C06010,(S)-2-Acetolactate,440878,18409,None,CC(=O)[C@](C)(O)C(O)=O,True
C06022,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,None,71619,None,None,True
C06024,3-Deoxy-D-manno-octulosonyl-lipid IV(A),None,27439,None,None,True
C06025,Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A),None,28526,None,None,True
C06026,Di[3-deoxy-D-manno-octulosonyl]-lipid A,None,27963,None,None,True
C06032,D-erythro-3-Methylmalate,None,27394,None,None,True
C06037,Digalactosyl-diacylglycerol,None,28396,None,None,True
C06054,2-Oxo-3-hydroxy-4-phosphobutanoic acid,21145142,27951,None,O[C@H](COP(O)(O)=O)C(=O)C(O)=O,True
C06055,O-Phospho-4-hydroxy-L-threonine,440901,18336,None,N[C@@H]([C@H](O)COP(O)(O)=O)C(O)=O,True
C06056,4-Hydroxy-L-threonine,None,28330,None,None,True
C06114,gamma-Glutamyl-beta-aminopropiononitrile,440920,28092,None,[H][C@](N)(CCC(O)=NCCC#N)C(O)=O,True
C06125,3-O-Sulfogalactosylceramide (d18:1/24:0),24779585,60361,5096.0,[H][C@@](CO[C@@H]1O[C@H](CO)[C@H](O)C(OS(O)(=O)=O)C1O)(NC(=O)CCCCCCCCCCCCCCCCCCCCCCC)[C@]([H])(O)\C=C\CCCCCCCCCCCCC,True
C06126,Galabiosylceramide (d18:1/9Z-18:1),20057273,None,7091.0,CCCCCCCCCCCCC\C=C/C(O)C(CO[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC(=O)CCCCCCC\C=C/CCCCCCCC,True
C06148,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",440923,None,None,NC1=NC(=O)C(N)=C(NCC(=O)C(O)C(O)COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1,True
C06156,Glucosamine-1P,9965052,174383,6009.0,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OP(O)(O)=O,True
C06157,S-Glutaryldihydrolipoamide,11953879,28391,None,NC(=O)CCCCC(S)CCSC(=O)CCCC(O)=O,True
C06178,1-Methylpyrrolinium,440932,27435,None,C[N+]1=CCCC1,True
C06186,Arbutin,440936,18305,None,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C06187,Arbutin 6-phosphate,None,2807,None,None,True
C06188,Salicin 6-phosphate,None,9003,None,None,True
C06193,Guanosine 3'-monophosphate,8339,28072,None,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)C(=O)N1,True
C06194,"Guanosine 2',3'-cyclic phosphate",53481125,28181,None,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2OP(O)(=O)O[C@@H]12,True
C06196,dIMP,91531,28806,None,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=NC2=C1NC=NC2=O,True
C06206,Benzoyl phosphate,151426,None,None,OP(O)(=O)OC(=O)C1=CC=CC=C1,True
C06224,None,None,None,None,None,False
C06227,Fe(III)hydroxamate,8470,28163,None,None,True
C06228,None,None,None,None,None,False
C06229,Fe(III)dicitrate,8472,None,None,None,True
C06230,None,None,None,None,None,False
C06232,Molybdate,82208,25371,None,O[Mo++](O)(=O)=O,True
C06240,UDP-N-acetyl-D-mannosaminouronate,None,70738,None,None,True
C06249,None,None,None,None,None,False
C06250,Holo-[carboxylase],None,None,None,None,True
C06251,Lauroyl-KDO2-lipid IV(A),None,27422,None,None,True
C06257,1-Deoxy-D-xylulose,12444984,None,6138.0,OC[C@@H]1OC[C@@H](O)[C@@H]1O,True
C06311,Galactitol 1-phosphate,None,28663,None,None,True
C06329,2-Chloromaleylacetate,9776838,None,None,OC(=O)CC(=O)\C=C(\Cl)C(O)=O,True
C06332,Methyl n-acetylanthranilate,17623,16803,None,COC(=O)C1=CC=CC=C1NC(C)=O,True
C06369,None,None,None,None,None,False
C06376,N-Acetyl-D-galactosamine 6-phosphate,None,18207,None,None,True
C06377,D-Galactosamine 6-phosphate,None,18232,None,None,True
C06393,None,None,None,None,None,False
C06397,D-altro-D-manno-Heptose,245622,28723,None,OCC(O)C1OC(O)C(O)C(O)C1O,True
C06398,ADP-L-glycero-D-manno-heptose,None,15915,None,None,True
C06421,None,None,None,None,None,False
C06422,None,None,None,None,None,False
C06423,Caprylic acid,379,28837,5469.0,CCCCCCCC(O)=O,True
C06427,alpha-Linolenic acid,5280934,27432,6208.0,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,True
C06441,L-Xylulose 1-phosphate,None,28566,None,None,True
C06473,2-Keto-D-gluconic acid,None,27469,None,None,True
C06481,L-Seryl-tRNA(Sec),None,13170,None,None,True
C06482,L-Selenocysteinyl-tRNA(Sec),None,13166,None,None,True
C06501,O-Phosphotyrosine,30819,37788,None,N[C@@H](CC1=CC=C(OP(O)(O)=O)C=C1)C(O)=O,True
C06504,"Cob(II)yrinate a,c diamide",None,27937,None,None,True
C06505,"Cob(I)yrinate a,c diamide",None,28531,None,[Co]N1\C2=C(C)/C3=N/C(=C\C4=N\C(=C(C)/C5=NC([C@H](CC(O)=O)[C@@]5(C)CCC(O)=O)[C@@]1(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(O)=O)\[C@@H](CCC(O)=O)C4(C)C)/[C@@H](CCC(O)=O)[C@]3(C)CC(N)=O,True
C06506,"Adenosyl cobyrinic acid a,c diamide",0,2482,5991.0,[H][C@]12[C@H](CC(O)=O)[C@@](C)(CCC(O)=O)\C(N1[Co+]C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)=C(C)\C1=N\C(=C/C3=N/C(=C(C)\C4=N[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(O)=O)/[C@@](C)(CC(N)=O)[C@@H]3CCC(O)=O)\C(C)(C)[C@@H]1CCC(O)=O,True
C06508,Adenosyl cobinamide,None,2480,None,[H][C@@]12[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)O)C3=C(C)C4=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]1(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co--]57(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC5=C1N=CN=C5N)N23)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]4CCC(N)=O,True
C06509,Adenosyl cobinamide phosphate,None,2481,None,C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N3C1=C(C)C1=[N+]4C(=CC5=[N+]6C(=C(C)C7=[N+]([C@]2(C)[C@@](C)(CC(N)=O)[C@@H]7CCC(N)=O)[Co--]346C[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@](C)(CC(N)=O)[C@@H]5CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP(O)(O)=O,True
C06510,Adenosylcobinamide-GDP,0,2479,None,[H][C@@]12[C@H](CC(N)=O)[C@@](C)(CCC(=O)NC[C@@H](C)OP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=C(N)NC4=O)C3=C(C)C4=[N+]5C(=CC6=[N+]7C(=C(C)C8=[N+]([C@]1(C)[C@@](C)(CC(N)=O)[C@@H]8CCC(N)=O)[Co--]57(C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC5=C1N=CN=C5N)N23)[C@@](C)(CC(N)=O)[C@@H]6CCC(N)=O)C(C)(C)[C@@H]4CCC(N)=O,True
C06563,Genistein,5280961,28088,3398.0,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,True
C06567,Penicilloic acid,98994,None,None,CC1(C)SC(NC1C(O)=O)C(NC(=O)CC1=CC=CC=C1)C(O)=O,True
C06570,Tetracycline,5761,27902,None,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,True
C06611,trans-3-Chloro-2-propene-1-ol,287955,28960,None,OC\C=C\Cl,True
C06612,cis-3-Chloro-2-propene-1-ol,643775,28967,None,OC\C=C/Cl,True
C06613,trans-3-Chloroallyl aldehyde,5280971,None,None,Cl\C=C\C=O,True
C06688,None,None,None,None,None,False
C06694,Fusidic Acid,3000226,29013,None,O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C,True
C06697,None,None,None,None,None,False
C06701,None,None,None,None,None,False
C06710,Silver,104755,49468,None,[Ag+],True
C06714,3-Hydroxypimelyl-CoA,441146,15485,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)CCCC(O)=O,True
C06715,3-Oxopimelyl-CoA,441147,15492,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC(O)=O,True
C06735,2-Aminoacetaldehyde,363,17628,None,NCC=O,True
C06790,Trichloroethylene,6575,16602,None,ClC=C(Cl)Cl,True
C06899,Chloral hydrate,2707,28142,None,OC(O)C(Cl)(Cl)Cl,True
C07054,Isoniazid,3767,6030,None,NNC(=O)C1=CC=NC=C1,True
C07086,Phenylacetic acid,999,30745,129.0,OC(=O)CC1=CC=CC=C1,True
C07090,Protoanemonin,66948,28906,None,C=C1OC(=O)C=C1,True
C07091,cis-Acetylacrylate,5281015,28993,None,[H]\C(=C(/[H])C(O)=O)C(C)=O,True
C07118,Benzoyl acetyl-CoA,None,27388,None,None,True
C07225,Minocycline,54675783,50694,None,[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,True
C07335,2-Amino-3-oxo-4-phosphonooxybutyrate,None,64186,None,None,True
C07478,"2-Hydroxy-5-methyl-cis,cis-muconate",None,28249,None,None,True
C07479,2-Oxo-5-methyl-cis-muconate,None,1243,None,None,True
C07490,"2,2,2-Trichloroethanol",8259,28094,None,OCC(Cl)(Cl)Cl,True
C07597,Ferrioxamine B,123851,None,None,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2,True
C07645,Aldophosphamide,107744,2560,None,NP(=O)(OCCC=O)N(CCCl)CCCl,True
C07648,Thioguanine,2723601,9555,None,NC1=NC(=S)C2=C(N1)N=CN2,True
C07649,Fluorouracil,3385,46345,None,FC1=CNC(=O)NC1=O,True
C07836,D-glycero-D-manno-Heptose 7-phosphate,None,28723,None,None,True
C07838,D-glycero-D-manno-Heptose 1-phosphate,None,28137,None,None,True
C08325,Amygdalin,2180,27613,None,OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O,True
C08334,Lotaustralin,4626626,None,None,CCC(C)(OC1OC(CO)C(O)C(O)C1O)C#N,True
C08353,None,None,None,None,None,False
C09099,Naringenin 7-O-beta-D-glucoside,92794,None,None,None,True
C09126,Genistin,5284639,27514,None,OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,True
C09306,Sulfur dioxide,1119,18422,None,O=S=O,True
C09332,Tetrahydrofolyl-[Glu](2),442163,28624,None,NC1=NC2=C(NC(CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1,True
C09822,Cyclohexanecarboxylic acid,7413,36096,None,OC(=O)C1CCCCC1,True
C09847,cis-Citral,643779,29020,None,CC(C)=CCC\C(C)=C/C=O,True
C09871,beta-Geraniol,637566,17447,None,CC(C)=CCC\C(C)=C\CO,True
C10208,Daidzein,5281708,28197,None,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,True
C10216,Daidzin,107971,42202,None,OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C10438,Cinnamic acid,5372954,35699,310.0,OC(=O)\C=C/C1=CC=CC=C1,True
C10906,None,None,None,None,None,False
C11038,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate,None,835,None,None,True
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,None,836,None,None,True
C11088,"1,2-Dibromoethane",7839,28534,None,BrCCBr,True
C11143,Dimethyl sulfoxide,679,28262,3985.0,CS(C)=O,True
C11145,Mesylate,6395,27376,None,CS(O)(=O)=O,True
C11173,SN-38,104842,8988,None,CCC1=C2C=C(O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,True
C11215,None,None,None,None,None,False
C11278,"Aflatoxin B1exo-8,9-epoxide-GSH",5460816,None,None,COC1=CC2=C(C3[C@@H](O)[C@@H](OC3O2)SCC(N=C(O)CCC(N)C(O)=O)C(O)=NCC(O)=O)C2=C1C1=C(C(=O)CC1)C(=O)O2,True
C11355,4-amino-4-deoxychorismate,443142,18198,None,N[C@@H]1C=CC(=C[C@H]1OC(=C)C(O)=O)C(O)=O,True
C11376,SN38 glucuronide,443154,8990,None,CCC1=C2C=C(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)C=CC2=NC2=C1CN1C2=CC2=C(COC(=O)[C@]2(O)CC)C1=O,True
C11434,2-C-methyl-D-erythritol-4-phosphate,443198,17764,None,[H][C@@](O)(COP(O)(O)=O)[C@@](C)(O)CO,True
C11435,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,443199,16578,None,[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)[C@]1([H])O)[C@@](C)(O)CO,True
C11436,2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,443200,16840,None,[H][C@@](O)(COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)[C@]1([H])O)[C@](C)(CO)OP(O)(O)=O,True
C11437,1-Deoxy-D-xylulose 5-phosphate,443201,16493,6085.0,CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,True
C11453,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate",None,18425,None,None,True
C11457,3-(3-Hydroxyphenyl)propanoic acid,91,1427,5364.0,OC(=O)CCC1=CC(O)=CC=C1,True
C11472,"D-glycero-D-manno-Heptose 1,7-bisphosphate",None,4188,None,None,True
C11476,None,None,None,None,None,False
C11477,None,None,None,None,None,False
C11478,None,None,None,None,None,False
C11481,bisulfite,None,17137,None,OS([O-])=O,True
C11514,(2E)-3-(methoxycarbonyl)pent-2-enedioic acid,5281931,15663,None,COC(=O)/C(=C/C(=O)O)CC(=O)O,True
C11516,2-(alpha-D-Mannosyl)-3-phosphoglycerate,None,16351,None,None,True
C11537,(2R)-3-Sulfolactate,13704,48291,None,CC1=NC(=NC(=N1)OCC=C)C(Cl)(Cl)Cl,True
C11544,2(alpha-D-Mannosyl)-D-glycerate,None,15847,None,None,True
C11583,4-Glutathionyl cyclophosphamide,443288,1831,None,NC(CCC(O)=NC(CSC1CCOP(=O)(N1)N(CCCl)CCCl)C(O)=NCC(O)=O)C(O)=O,True
C11588,"cis-3-(Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol",None,10472,None,None,True
C11638,3-Amino-2-oxopropyl phosphate,None,None,None,None,True
C11736,Floxuridine,5790,60761,None,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,True
C11811,(2E)-4-hydroxy-3-methylbut-2-en-1-yl trihydrogen diphosphate,5281976,15664,None,C/C(=C\COP(=O)(O)OP(=O)(O)O)CO,True
C11821,5-Hydroxyisourate,101957720,18072,None,O[C@@]12NC(=O)NC1=NC(=O)NC2=O,True
C11822,None,None,None,None,None,False
C11827,None,None,None,None,None,False
C11838,None,None,None,None,None,False
C11907,dTDP-4-oxo-6-deoxy-D-glucose,439292,16128,6218.0,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@@H](O)C1=O,True
C11945,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",53477851,None,None,CC(C)C(=C)C\C=C(\C)C(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H](C(O)[C@H]1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N,True
C11946,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",53477855,None,None,CC(C)C(=C)C\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)[C@@](O)([H])C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H]([C@@H](O)C1OP(=O)(O)O)N1C=NC2=C1N=CN=C2N,True
C11947,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",9543313,None,None,CC(C)C(=C)CC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C12147,O-Phosphothreonine,3246323,37525,None,C[C@@H](OP(O)(O)=O)[C@H](N)C(O)=O,True
C12205,5-Hydroxyconiferyl alcohol,5282095,31135,None,COC1=CC(\C=C\CO)=CC(O)=C1O,True
C12214,Aminofructose 6-phosphate,443711,31203,None,N[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)OC1(O)CO,True
C12215,Iminoerythrose 4-phosphate,18439579,None,None,O[C@H](COP(O)(O)=O)[C@@H](O)C=N,True
C12248,2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline,101957722,31132,None,NC(=O)NC1=NC(=O)N[C@@]1(O)C(O)=O,True
C12455,5-Aminopentanal,443849,31130,None,NCCCCC=O,True
C12621,m-Coumaric acid,637541,32357,305.0,OC(=O)\C=C\C1=CC(O)=CC=C1,True
C12622,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",None,61462,None,None,True
C12623,"(E)-3-(2,3-Dihydroxyphenyl)-2-propenoic acid",5282146,48681,None,OC(=O)C=CC1=C(O)C(O)=CC=C1,True
C12624,2-Hydroxy-6-ketononatrienedioate,None,31082,None,None,True
C12632,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide],5282153,60077,None,O[C@@H]1[C@@H](O)[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC(O)=C(O)C=C2)C(O)=O)O[C@@H]([C@H]1O)C(O)=O,True
C12739,5'-Deoxy-5-fluorouridine,18343,31521,None,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(O)=NC1=O,True
C12834,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide",443961,None,None,OC(=O)C(Cl)=C1OC(=O)C(Cl)=C1,True
C12835,"2,5-Dichloro-4-oxohex-2-enedioate",5282172,None,None,[H]\C(=C(/Cl)C(O)=O)C(=O)C(Cl)C(O)=O,True
C12838,trans-4-Carboxymethylenebut-2-en-4-olide,120,11972,None,OC(=O)C=C1OC(=O)C=C1,True
C13508,Sulfoquinovosyldiacylglycerol,None,32167,None,None,True
C13645,None,None,None,None,None,False
C14089,1-Hydroxymethylnaphthalene,20908,38137,None,OCC1=CC=CC2=CC=CC=C12,True
C14090,1-Naphthaldehyde,6195,52367,None,O=CC1=CC=CC2=CC=CC=C12,True
C14099,2-Naphthaldehyde,6201,52368,None,O=CC1=CC2=CC=CC=C2C=C1,True
C14144,5-Carboxy-2-pentenoyl-CoA,24798711,49295,None,O[C@H](C(C)(C)COP(=O)(O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(=O)NCCC(=O)NCCSC(=O)\C=C\CCC(O)=O,True
C14145,(3S)-3-Hydroxyadipyl-CoA,53481427,None,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)CCC(O)=O,True
C14179,Sulfoacetic acid,31257,50519,None,OC(=O)CS(O)(=O)=O,True
C14180,S-Hydroxymethylglutathione,447123,48926,7068.0,N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(O)=O)C(O)=O,True
C14463,(R)-3-hydroxy-3-methyl-2-oxopentanoic acid,11954026,34008,None,CC(C)(O)C(=O)C(=O)O,True
C14786,Naphthalene epoxide,108063,52431,None,O1C2C=CC3=CC=CC=C3C12,True
C14787,"(1S,2R)-Naphthalene 1,2-oxide",11094749,34001,None,[H][C@]12O[C@@]1([H])C1=CC=CC=C1C=C2,True
C14791,"(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",11954044,33995,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@]1([H])C=CC2=CC=CC=C2[C@@]1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14792,"(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",11954045,34000,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@@]1([H])C=CC2=CC=CC=C2[C@]1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14793,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene",11954046,33993,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CS[C@]1([H])C2=CC=CC=C2C=C[C@@]1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14800,"1-Nitronaphthalene-5,6-oxide",11954051,34105,None,O=N(=O)C1=CC=CC2=C1C=CC1OC21,True
C14802,"1-Nitronaphthalene-7,8-oxide",11954053,34106,None,O=N(=O)C1=CC=CC2=C1C1OC1C=C2,True
C14803,"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",11954054,34103,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=C(C=CC=C2N(=O)=O)C=CC1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14804,"1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene",11954055,34102,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC2=C(C(=CC=C2)N(=O)=O)C1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14805,"1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene",11954056,34101,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C=CC2=C(C=CC=C2N(=O)=O)C1([H])O)C(O)=NCC(O)=O)C(O)=O,True
C14806,"1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene",11954057,34100,None,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC1([H])C2=C(C=CC1([H])O)C(=CC=C2)N(=O)=O)C(O)=NCC(O)=O)C(O)=O,True
C14818,Fe2+,27284,29033,None,[Fe++],True
C14819,Iron,29936,29034,None,[Fe+3],True
