KEGG,Metabolite name,PubChem,ChEBI,METLIN,SMILES,Exact match
C00338,LPS with O-antigen,53481793,16412,None,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(O)(O)=O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@@]2(C[C@@H](O[C@@]3(C[C@@H](O[C@@]4(C[C@@H](OP(O)(=O)OCCN)[C@H](O)[C@H](O4)[C@@H](O)CO)C(O)=O)[C@H](O)[C@H](O3)[C@@H](O)CO)C(O)=O)[C@H](OC3O[C@H]([C@@H](O)CO)[C@@H](OP(O)(=O)OP(O)(=O)OCCN)[C@H](OC4O[C@H]([C@@H](O)COC5O[C@H]([C@@H](O)CO)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](OC5O[C@H](CO[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O)[C@@H](O)[C@H](O[C@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6OC6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8NC(C)=O)[C@H](O)[C@H](O[C@@H]8O[C@H](CO)[C@H](O)[C@H](O[C@H]9O[C@H](CO[C@H]%10O[C@H](CO)[C@H](O)[C@H](O)[C@H]%10O)[C@H](O)[C@H](O)[C@H]9O)[C@H]8NC(C)=O)[C@H]7NC(C)=O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6NC(C)=O)[C@H]5O)[C@@H]4O)[C@@H]3O)[C@H](O2)[C@@H](O)CO)C(O)=O)[C@H]1OP(O)(O)=O,True
C00340,Reduced rubredoxin,None,None,None,None,True
C00341,Geranyl-PP,445995,17211,6134.0,CC(C)=CCC\C(C)=C\COP(O)(=O)OP(O)(O)=O,True
C00342,Thioredoxin,None,15033,None,None,True
C00343,Thioredoxin disulfide,None,18191,None,None,True
C00344,Phosphatidylglycerol,45109789,None,None,CCC.CCO.OCC(O)COP(O)(O)=O,True
C00345,6-Phosphogluconic acid,91493,48928,367.0,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,True
C00348,all-trans-Undecaprenyl phosphate,5280338,16141,None,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)O,True
C00350,"PE(P-18:0/20:4(5Z,8Z,11Z,14Z))",9547058,78342,6548.0,[H][C@@](CO\C=C/CCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC,True
C00352,Glucosamine 6-phosphate,439217,15873,6111.0,N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,True
C00354,"Fructose 1,6-bisphosphate",10267,28013,147.0,O[C@H]1[C@H](O)[C@@](O)(COP(O)(O)=O)O[C@@H]1COP(O)(O)=O,True
C00355,DOPA,6047,15765,42.0,N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O,True
C00357,N-Acetyl-D-Glucosamine 6-Phosphate,440996,15784,5975.0,CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,True
C00360,Deoxyadenosine monophosphate,12599,17713,3461.0,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,True
C00361,dGDP,439220,28862,5906.0,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1,True
C00362,2'-Deoxyguanosine 5'-monophosphate,65059,16192,None,NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1,True
C00363,dTDP,164628,18075,6129.0,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O,True
C00364,5-Thymidylic acid,9700,17013,6092.0,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,True
C00365,dUMP,65063,17622,6225.0,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O,True
C00366,Uric acid,1175,17775,88.0,O=C1NC2=C(N1)C(=O)NC(=O)N2,True
C00369,Starch,None,28017,None,None,True
C00376,Retinal,638015,17898,6188.0,C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=O,True
C00378,Thiamine,1130,18385,5242.0,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,True
C00379,D-Xylitol,6912,17151,None,OC[C@H](O)[C@@H](O)[C@H](O)CO,True
C00380,Cytosine,597,16040,283.0,NC1=CC=NC(=O)N1,True
C00385,Xanthine,1188,17712,82.0,O=C1NC2=C(NC=N2)C(=O)N1,True
C00387,Guanosine,6802,16750,87.0,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,True
C00389,Quercetin,5280343,16243,None,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C=C2)=C1,True
C00390,Ubiquinol 8,25074411,61682,5974.0,COC1=C(OC)C(O)=C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(C)=C1O,True
C00392,Mannitol,6251,16899,142.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,True
C00395,Hexyl 2-methylpropanoate,16872,17334,None,CCCCCCOC(=O)C(C)C,True
C00399,Ubiquinone-1,4462,46234,6435.0,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,True
C00405,None,None,None,None,None,False
C00407,Isoleucine,6306,17191,5193.0,CC[C@H](C)[C@H](N)C(O)=O,True
C00412,Stearoyl-CoA,94140,15541,4242.0,CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C00415,Dihydrofolic acid,98792,15633,5970.0,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=N2)N1,True
C00416,PA(16:0/16:0),446066,73246,5644.0,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCC,True
C00417,cis-Aconitic acid,643757,32805,5130.0,OC(=O)C\C(=C\C(O)=O)C(O)=O,True
C00423,trans-Cinnamate,3713,15669 35697,None,None,True
C00424,Lactaldehyde,439231,18041,3214.0,C[C@H](O)C=O,True
C00429,Dihydrouracil,649,15901,285.0,O=C1CCNC(=O)N1,True
C00430,5-Aminolevulinic acid,137,17549,6037.0,NCC(=O)CCC(O)=O,True
C00431,5-Aminopentanoic acid,138,15887,6902.0,NCCCCC(O)=O,True
C00435,Oxidized rubredoxin,None,None,None,None,True
C00437,N2-Acetylornithine,439232,16543,None,CC(=O)N[C@@H](CCCN)C(O)=O,True
C00438,Ureidosuccinic acid,93072,15859,5791.0,NC(=O)N[C@@H](CC(O)=O)C(O)=O,True
C00440,5-Methyltetrahydrofolic acid,439234,15641,6215.0,CN1C(CNC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2,True
C00441,L-Aspartate-semialdehyde,439235,18051,None,N[C@@H](CC=O)C(O)=O,True
C00445,"5,10-Methenyltetrahydrofolic acid",135450599,15636,6185.0,[H][C@@]12CN(C=[N+]1C1=C(NC2)NC(N)=NC1=O)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C([O-])=O,True
C00446,Galactose 1-phosphate,123912,17973,5618.0,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O,True
C00447,"Sedoheptulose 1,7-bisphosphate",164735,17969,None,O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,True
C00448,Farnesyl pyrophosphate,445713,17407,403.0,CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,True
C00454,None,None,None,None,None,False
C00455,Nicotinamide ribotide,14181,14648,5238.0,NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,True
C00458,dCTP,65091,16311,5929.0,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,True
C00459,Thymidine 5'-triphosphate,64968,18077,None,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O,True
C00460,Deoxyuridine triphosphate,65070,17625,6069.0,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,True
C00461,Chitin,444514,71404,6903.0,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O,True
C00462,None,None,None,None,None,False
C00463,Indole,798,16881,286.0,N1C=CC2=C1C=CC=C2,True
C00469,Ethanol,702,16236,3203.0,CCO,True
C00470,Pectic acid,445929,33885,6904.0,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,True
C00473,Vitamin A,445354,17336,None,C\C(=C/CO)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,True
C00475,Cytidine,6175,17562,3376.0,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True
C00479,Propanal,527,17153,6906.0,CCC=O,True
C00483,Tyramine,5610,15760,60.0,NCCC1=CC=C(O)C=C1,True
C00487,L-Carnitine,10917,16347,52.0,C[N+](C)(C)C[C@H](O)CC(O)=O,True
C00489,Glutaric acid,743,17859,3254.0,OC(=O)CCCC(O)=O,True
C00490,Itaconic acid,811,30838,6483.0,OC(=O)CC(=C)C(O)=O,True
C00491,L-Cystine,67678,16283,5207.0,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,True
C00492,Raffinose,439242,16634,138.0,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,True
C00493,Shikimic acid,8742,16119,338.0,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O,True
C00497,D-Malic acid,92824,30796,None,O[C@H](CC(O)=O)C(O)=O,True
C00498,ADP-glucose,16500,15751,None,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1,True
C00499,Allantoic acid,203,30837,343.0,NC(=O)NC(NC(N)=O)C(O)=O,True
C00502,D-Xylonic acid,6602431,48093,None,OC[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,True
C00504,Folic acid,6037,27470,246.0,NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1,True
C00506,Cysteic acid,25701,21260,332.0,NC(CS(O)(=O)=O)C(O)=O,True
C00507,Rhamnose,25310,62346,5812.0,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,True
C00508,L-Ribulose,9920423,16880,6908.0,OC[C@]1(O)OC[C@H](O)[C@@H]1O,True
C00509,Naringenin,439246,17846,3401.0,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O1)C=C(O)C=C2O,True
C00512,Benzoyl-CoA,9543169,15515,6574.0,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1,True
C00514,D-Mannonic acid,3246006,33076,None,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,True
C00515,D-Ornithine,71082,16176,6910.0,NCCC[C@@H](N)C(O)=O,True
C00519,Hypotaurine,107812,16668,281.0,NCCS(O)=O,True
C00522,Pantoic acid,None,18697,None,CC(C)(CO)[C@@H](O)C(O)=O,True
C00526,Deoxyuridine,13712,16450,5086.0,OC[C@H]1O[C@H](C[C@@H]1O)N1C=CC(=O)NC1=O,True
C00527,Glutaryl-CoA,3081383,15524,6173.0,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(O)=O,True
C00530,Hydroquinone,785,17594,6681.0,OC1=CC=C(O)C=C1,True
C00531,Itaconyl-CoA,439254,15528,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=C)C(O)=O,True
C00533,Nitric oxide,145068,16480,6912.0,[N]=O,True
C00534,Pyridoxamine,1052,16410,238.0,CC1=C(O)C(CN)=C(CO)C=N1,True
C00536,Triphosphate,983,39949,6913.0,OP(O)(=O)OP(O)(=O)OP(O)(O)=O,True
C00542,Allocystathionine,10104953,165853,5444.0,N[C@@H](CCSCC(N)C(O)=O)C(O)=O,True
C00546,Pyruvaldehyde,880,17158,6049.0,CC(=O)C=O,True
C00548,None,None,None,None,None,False
C00552,meso-Tartaric acid,None,15673,None,None,True
C00555,4-Aminobutyraldehyde,118,17769,3225.0,NCCCC=O,True
C00558,5-Keto-D-gluconate,157,17886,None,OCC(=O)C(O)C(O)C(O)C(O)=O,True
C00559,Deoxyadenosine,13730,17256,3382.0,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC=N1,True
C00561,Mandelonitrile,9548674,18450,None,O[C@@H](C#N)C1=CC=CC=C1,True
C00565,Trimethylamine,1146,18139,3772.0,CN(C)C,True
C00568,p-Aminobenzoic acid,978,30753,3261.0,NC1=CC=C(C=C1)C(O)=O,True
C00575,Cyclic AMP,6076,17489,5120.0,[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N,True
C00576,Betaine aldehyde,249,15710,278.0,C[N+](C)(C)CC=O,True
C00577,D-Glyceraldehyde,3856,17378,None,None,True
C00579,Dihydrolipoamide,663,17694,5920.0,OC(=N)CCCCC(S)CCS,True
C00580,Dimethylsulfide,1068,17437,6603.0,CSC,True
C00582,Phenylacetyl-CoA,165620,15537,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC1=CC=CC=C1,True
C00583,Propylene glycol,259994,28972,3220.0,C[C@@H](O)CO,True
C00586,None,None,None,None,None,False
C00590,Coniferyl alcohol,1549095,17745,None,COC1=C(O)C=CC(\C=C\CO)=C1,True
C00596,"2-Hydroxy-2,4-pentadienoate",None,1113,None,None,True
C00601,Phenylacetaldehyde,998,16424,None,O=CCC1=CC=CC=C1,True
C00603,(S)-Ureidoglycolic acid,439269,15412,5935.0,NC(=O)N[C@@H](O)C(O)=O,True
C00606,3-Sulfinoalanine,1549098,16345,5927.0,N[C@@H](CS(O)=O)C(O)=O,True
C00612,N1-Acetylspermidine,496,17927,3323.0,CC(=O)NCCCNCCCCN,True
C00615,None,None,None,None,None,False
C00618,3-Dehydro-L-gulonate,439273,16142,None,OC[C@H](O)[C@@H](O)C(=O)[C@H](O)C(O)=O,True
C00620,Ribose 1-phosphate,439236,16300,6273.0,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,True
C00624,N-Acetyl-L-glutamic acid,70914,17533,6031.0,CC(=O)N[C@@H](CCC(O)=O)C(O)=O,True
C00627,Pyridoxine 5'-phosphate,1055,28803,6156.0,CC1=NC=C(COP(O)(O)=O)C(CO)=C1O,True
C00630,Isobutyryl-CoA,3036931,15479,6103.0,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C00631,2-Phospho-D-glyceric acid,439278,17835,6915.0,OC[C@@H](OP(O)(O)=O)C(O)=O,True
C00632,3-Hydroxyanthranilic acid,86,15793,3275.0,NC1=C(O)C=CC=C1C(O)=O,True
C00636,D-Mannose 1-phosphate,439279,18205,6245.0,OC[C@H]1O[C@H](OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,True
C00638,Long-chain fatty acid,None,15904,None,None,True
C00641,"1,2-Diacyl-sn-glycerol",None,17815,None,None,True
C00642,p-Hydroxyphenylacetic acid,127,18101,130.0,OC(=O)CC1=CC=C(O)C=C1,True
C00644,Mannitol 1-phosphate,130418,16298,6302.0,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,True
C00645,N-Acetylmannosamine,11096158,63154,6024.0,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,True
C00647,Pyridoxamine 5'-phosphate,1053,18335,None,CC1=NC=C(COP(O)(O)=O)C(CN)=C1O,True
C00655,Xanthylic acid,73323,15652,None,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O,True
C00661,None,None,None,None,None,False
C00662,None,None,None,None,None,False
C00663,beta-D-Glucose 1-phosphate,466,None,None,OCC1OC(OP(O)(O)=O)C(O)C(O)C1O,True
C00666,Diaminopimelic acid,439283,16026,352.0,N[C@@H](CCC[C@H](N)C(O)=O)C(O)=O,True
C00667,None,None,None,None,None,False
C00668,alpha-D-Glucose 6-phosphate,None,None,None,None,True
C00669,gamma-Glutamylcysteine,123938,17515,5966.0,N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O,True
C00670,Glycerophosphocholine,657272,16870,370.0,C[N+](C)(C)CCOP([O-])(=O)OC[C@H](O)CO,True
C00671,3-Methyl-2-oxovaleric acid,439286,15614,5478.0,CC[C@H](C)C(=O)C(O)=O,True
C00672,Deoxyribose 1-phosphate,439287,28542,6182.0,OC[C@H]1OC(C[C@@H]1O)OP(O)(O)=O,True
C00673,Deoxyribose 5-phosphate,45934311,16132,5956.0,O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,True
C00676,None,None,None,None,None,False
C00679,5-Dehydro-4-deoxy-D-glucarate,None,16369,None,None,True
C00680,None,None,None,None,None,False
C00681,1-Acyl-sn-glycerol 3-phosphate,None,16975,None,None,True
C00683,S-Methylmalonyl-CoA,21252287,None,6609.0,C[C@@H](C(O)=O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12,True
C00685,3-Oxoacyl-[acyl-carrier protein],3954,None,None,None,True
C00688,dTDP-4-dehydro-6-deoxy-beta-L-mannose,443211,45868,None,C[C@@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@H](O)C1=O,True
C00689,Trehalose 6-phosphate,122336,18283,6019.0,OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,True
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,None,16970,None,None,True
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",None,None,None,None,True
C00695,Cholic acid,221493,16359,206.0,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,True
C00698,Chloride ion,312,17996,None,[Cl-],True
C00700,Xanthosine 5-triphosphate,439296,10049,None,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=C(O)N=C2O,True
C00703,Mercury,26623,16793,None,[Hg++],True
C00704,Superoxide,5359597,18421,None,[O][O-],True
C00705,dCDP,150855,28846,6105.0,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,True
C00712,Oleic acid,445639,16196,190.0,CCCCCCCC\C=C/CCCCCCCC(O)=O,True
C00714,Pectin,441476,47954,6916.0,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,True
C00716,None,None,None,None,None,False
C00718,Amylose,53477771,28102,6917.0,CO[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,True
C00719,Betaine,247,41139,287.0,C[N+](C)(C)CC(O)=O,True
C00721,Dextrin,62698,None,None,OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)C(O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,True
C00725,Thioctic acid,864,16494,None,OC(=O)CCCCC1CCSS1,True
C00736,DL-Cysteine,594,15356,None,NC(CS)C(O)=O,True
C00739,D-Lysine,57449,16855,6919.0,NCCCC[C@@H](N)C(O)=O,True
C00740,D-Serine,71077,16523,6920.0,N[C@H](CO)C(O)=O,True
C00748,Siroheme,None,28599,None,None,True
C00760,Cellulose,4022,18246,None,None,True
C00768,None,None,None,None,None,False
C00770,None,None,None,None,None,False
C00787,tRNA(Tyr),None,29182,None,None,True
C00791,Creatinine,588,16737,8.0,CN1CC(=O)NC1=N,True
C00792,D-Arginine,71070,15816,6924.0,N[C@H](CCCNC(N)=N)C(O)=O,True
C00793,D-Cysteine,92851,16375,None,N[C@H](CS)C(O)=O,True
C00794,Sorbitol,5780,17924,143.0,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,True
C00798,Formyl-CoA,439313,15522,None,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC=O,True
C00800,Gulonic acid,152304,87753,344.0,OC[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,True
C00802,Oxaluric acid,456,16582,None,OC(=N)N=C(O)C(O)=O,True
C00806,Alanyltryptophan,85362,73808,None,C[C@H](N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,True
C00811,4-Hydroxycinnamic acid,637542,32374,6450.0,OC(=O)\C=C\C1=CC=C(O)C=C1,True
C00817,D-Altronate,None,17360,None,None,True
C00818,Glucaric acid,33037,16002,5633.0,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O,True
C00819,D-Glutamine,145815,17061,6926.0,N[C@H](CCC(N)=O)C(O)=O,True
C00826,L-arogenate,74413465,None,None,[NH3+]C(CC1(C=CC(O)C=C1)C([O-])=O)C([O-])=O,True
C00828,Menatetrenone,5282367,78277,None,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(=O)C2=CC=CC=C2C1=O,True
C00831,Pantetheine,479,16753,6928.0,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS,True
C00842,dTDP-D-glucose,443210,15700,6163.0,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O,True
C00844,Prunasin,119033,17396,None,OC[C@H]1O[C@@H](O[C@@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O,True
C00853,Cob(I)alamin,53477772,15982,None,[H][C@]12[C@H](CC(N)=O)[C@@]3(C)CCC(=O)NC[C@@H](C)OP(O)(=O)O[C@@H]4[C@@H](CO)O[C@@H]([C@@H]4O)N4C=[N+](C5=CC(C)=C(C)C=C45)[Co-4]456N1C3=C(C)C1=[N+]4C(=CC3=[N+]5C(=C(C)C4=[N+]6[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O,True
C00855,Amethopterin,4112,16867,None,CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O,True
C00856,None,None,None,None,None,False
C00857,Nicotinic acid adenine dinucleotide,165491,18304,4234.0,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,True
C00860,L-Histidinol,165271,16255,3267.0,N[C@H](CO)CC1=CNC=N1,True
C00861,15(S)-Hydroxyeicosatrienoic acid,5283145,88348,None,CCCCC[C@H](O)\C=C\C=C/C\C=C/CCCCCCC(O)=O,True
C00864,Pantothenic acid,6613,46905,None,CC(C)(CO)[C@@H](O)C(=O)NCCC(O)=O,True
C00868,Methoxy arachidonyl fluorophosphonate,4125,None,None,CCCCCC=CCC=CCC=CCC=CCCCCP(F)(=O)OC,True
C00877,Crotonoyl-CoA,5497143,15473,440.0,C\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,True
C00879,Galactaric acid,3037582,30852,5612.0,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,True
C00880,Galactonic acid,128869,16534,3336.0,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O,True
C00881,Deoxycytidine,13711,15698,3367.0,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](CO)O1,True
C00882,Dephospho-CoA,444485,15468,3689.0,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS,True
C00885,isochorismate,189062,17582,None,[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C(O)=O)C(O)=O,True
C00886,L-Alanyl-tRNA,None,17732,None,None,True
