met_id,name,kegg_id,pubchem_id,moldb_smiles
ECMDB01882,Dihydroxyacetone,C00184,670,OCC(=O)CO
ECMDB02005,Methionine sulfoxide,C02989,,CS(=O)CCC(N)C(O)=O
ECMDB02009,Crotonoyl-CoA,C00877,92856,C\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB02031,Ureidoisobutyric acid,C05100,160663,CC(CNC(N)=O)C(O)=O
ECMDB02033,D-Ribose-5-phosphate,C00117,,OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
ECMDB02054,Tiglyl-CoA,C03345,439894,C\C=C(/C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB02064,N-Acetylputrescine,C02714,122356,CC(=O)NCCCCN
ECMDB02069,Pyrazinic acid,C19915,1047,OC(=O)C1=CN=CC=N1
ECMDB02070,4-Hydroxy-2-oxoglutaric acid,C01127,,OC(CC(=O)C(O)=O)C(O)=O
ECMDB02078,Cyanate,C01417,540,[O-]C#N
ECMDB02084,Cyanide,C00177,5975,C#[N-]
ECMDB02086,Adenosylcobalamin,C00194,6436143,C1(C)(C)[C@]([H])(CCC(N)=O)C2=[N]3[Co+]456([N]7=CN([C@]8(O[C@]([H])(CO)[C@@](OP(O[C@@](C)([H])CNC(=O)CC[C@]9(C)[C@@](C([C@@]%10([N]4=C(C(=C4[C@](C)([C@]([H])(CCC(N)=O)C(=[N]54)C=C13)CC(N)=O)C)[C@@]([C@]%10(C)CC(N)=O)([H])CCC(N)=O)C)N6C9=C2C)([H])CC(N)=O)(=O)[O-])([C@]8(O)[H])[H])[H])C1=C7C=C(C)C(=C1)C)C[C@]1(O[C@]([C@@]([C@@]1(O)[H])(O)[H])(N1C=NC2=C1N=CN=C2N)[H])[H]
ECMDB02092,Itaconic acid,C00490,811,OC(=O)CC(=C)C(O)=O
ECMDB02134,Aminoacetone,C01888,215,CC(=O)CN
ECMDB02158,Coproporphyrinogen I,C05768,440776,CC1=C2CC3=C(CCC(O)=O)C(C)=C(CC4=C(CCC(O)=O)C(C)=C(CC5=C(CCC(O)=O)C(C)=C(CC(N2)=C1CCC(O)=O)N5)N4)N3
ECMDB02159,"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",C04644,440420,[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)C(CCC3C1[C@H](O)C2)C(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB02165,Glycolaldehyde,C00266,756,OCC=O
ECMDB02166,(S)-b-aminoisobutyric acid,C03284,439434,C[C@@H](CN)C(O)=O
ECMDB02206,Molybdopterin,C05924,,NC1=NC2=C(NC3C(N2)OC(COP(O)(O)=O)C2=C3S[Mo](=O)(=O)S2)C(=O)N1
ECMDB02211,Uroporphyrinogen I,C05766,440775,OC(=O)CCC1=C2CC3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=C(CC(O)=O)C(CCC(O)=O)=C(CC5=C(CC(O)=O)C(CCC(O)=O)=C(CC(N2)=C1CC(O)=O)N5)N4)N3
ECMDB02217,(S)-Methylmalonic acid semialdehyde,C06002,5462303,C[C@@H](C=O)C(O)=O
ECMDB02251,L-Homoserine,C00263,12647,N[C@@H](CCO)C(O)=O
ECMDB02255,R-Methylmalonyl-CoA,,,[H][C@@](C)(C(O)=O)C(=O)SCCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB02260,Gallic acid,C01424,370,OC(=O)C1=CC(O)=C(O)C(O)=C1
ECMDB02275,"7,8-Dihydroneopterin",C04874,659,NC1=NC(=O)C2=C(NCC(=N2)C(O)C(O)CO)N1
ECMDB02307,Acrylyl-CoA,C00894,439340,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(=O)NCCC(=O)NCCSC(=O)C=C
ECMDB02310,(S)-Methylmalonyl-CoA,C00683,613,[H][C@](C)(C(O)=O)C(=O)SCCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB02322,Cadaverine,C01672,273,NCCCCCN
ECMDB02329,Oxalic acid,C00209,971,OC(=O)C(O)=O
ECMDB02434,Hydroquinone,C15603,785,OC1=CC=C(O)C=C1
ECMDB02649,D-Erythrose 4-phosphate,C00279,697,O[C@H](COP(O)(O)=O)[C@@H](O)C=O
ECMDB02654,Phenylethylamine,C05332,1001,NCCC1=CC=CC=C1
ECMDB02666,Thiamine monophosphate,C01081,1131,CC1=C(CCO[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N
ECMDB02757,Cysteic acid,C00506,25701,NC(CS(O)(=O)=O)C(O)=O
ECMDB02786,Nitrite,C00088,,[O-]N=O
ECMDB02812,alpha-Ketoglutarate,C00026,,[O-]C(=O)CCC(=O)C([O-])=O
ECMDB02845,Hexanoyl-CoA,C05270,440611,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB02878,Nitrate,C00244,943,[O-][N+]([O-])=O
ECMDB02894,5-Methylcytosine,C02376,65040,CC1=C(N)NC(=O)N=C1
ECMDB02908,Sodium,C01330,923,[Na+]
ECMDB03011,O-Acetylserine,C00979,189,CC(=O)OC[C@H](N)C(O)=O
ECMDB03015,Malonic semialdehyde,C00222,868,OC(=O)CC=O
ECMDB03035,Glycolic acid,C03547,757,OCC(O)=O
ECMDB03052,Lactaldehyde,C05999,439231,[H]C(=O)C(C)O
ECMDB03070,Shikimic acid,C00493,8742,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
ECMDB03174,2-Deoxyglucose,C00586,,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO
ECMDB03178,Heme,C00032,26945,CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6C=C7C(C=C)=C(C)C8=[N+]7[Fe@]4(N2C1=C8)N56)C(C)=C3CCC(O)=O
ECMDB03224,Deoxyribose,C01801,10786,OC[C@@H]1O[C@H](O)C[C@H]1O
ECMDB03243,Acetoin,C00466,,CC(O)C(C)=O
ECMDB03266,UDP-N-Acetylmuraminate,C01050,1169,CC(OC1C(O)C(CO)OC(OP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2O)N2C=CC(=O)NC2=O)C1NC(C)=O)C(O)=O
ECMDB03276,Hydrogen sulfide,C00283,402,S
ECMDB03287,Histidinol phosphate,C01100,,N[C@H](COP(O)(O)=O)CC1=CNC=N1
ECMDB03288,Selenocysteine,C05688,6326983,N[C@@H](C[SeH])C(O)=O
ECMDB03325,Bilirubin diglucuronide,C05787,5459911,[H]\C(C1=C(C)C(CCC(=O)O[C@]2([H])O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)=C(CC2=C(CCC(=O)O[C@]3([H])O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)C(C)=C(N2)C(\[H])=C2/N=C(O)C(C)=C2C=C)N1)=C1\N=C(O)C(C=C)=C1C
ECMDB03335,IDP,C00104,644173,O[C@@H]1[C@@H](COP(O)(=O)OP(O)(O)=O)OC([C@@H]1O)N1C=NC2=C1NC=NC2=O
ECMDB03339,D-Glutamic acid,C00217,23327,N[C@H](CCC(O)=O)C(O)=O
ECMDB03345,alpha-D-Glucose,C00267,79025,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ECMDB03357,N-Acetylornithine,C00437,439232,CC(=O)N[C@@H](CCCN)C(O)=O
ECMDB03378,Nitric oxide,C00533,945,[N]=O
ECMDB03379,Triphosphate,C00536,3440921,[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O
ECMDB03406,D-Serine,C00740,71077,N[C@H](CO)C(O)=O
ECMDB03417,D-Cysteine,C00793,92851,N[C@H](CS)C(O)=O
ECMDB03419,Formyl-CoA,C00798,439313,[H][C@](O)(C(O)=NCCC(O)=NCCSC=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB03423,D-Glutamine,C00819,145815,N[C@H](CCC(N)=O)C(O)=O
ECMDB03426,Pantetheine,C00831,479,CC(C)(CO)C(O)C(=O)NCCC(=O)NCCS
ECMDB03431,L-Histidinol,C00860,165271,N[C@H](CO)CC1=CN=CN1
ECMDB03458,Aquacobalamin,C00992,5462232,O.[Co+3].[H][C@@](C)(CN=C(O)CCC1(C)C2=NC([H])([C@]1([H])CC(O)=N)[C@]1(C)NC(=C(C)C3=NC(=CC4=NC(=C2C)[C@@]([H])(CCC([O-])=N)C4(C)C)[C@@]([H])(CCC([O-])=N)[C@]3(C)CC(O)=N)[C@@]([H])(CCC([O-])=N)[C@]1(C)CC(O)=N)OP(O)(=O)O[C@]1([H])[C@@]([H])(CO)O[C@]([H])([N+]2=CNC3=C2C=C(C)C(C)=C3)[C@]1([H])O
ECMDB03459,D-Alanyl-D-alanine,C00993,5460362,C[C@@H](N)C(=O)N[C@H](C)C(O)=O
ECMDB03484,O-Phosphohomoserine,C01102,151187,N[C@@H](CCOP(O)(O)=O)C(O)=O
ECMDB03498,beta-D-Glucose 6-phosphate,C01172,439427,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
ECMDB03502,Myo-inositol hexakisphosphate,C01204,890,OP(O)(=O)OC1C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C(OP(O)(O)=O)C1OP(O)(O)=O
ECMDB03514,"alpha-D-Glucose 1,6-bisphosphate",C01231,82400,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O
ECMDB03536,DIDP,C01344,439488,O[C@H]1C[C@@H](O[C@@H]1CO[P@@](O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O
ECMDB03538,Carbonic acid,C01353,767,OC(O)=O
ECMDB03540,3'-AMP,C01367,41211,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1
ECMDB03543,Butanal,C01412,261,CCCC=O
ECMDB03551,Carbamic acid,C01563,277,NC(O)=O
ECMDB03556,Chitobiose,C01674,656440,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(O)=O)[C@@H]1O
ECMDB03571,Lauroyl-CoA,C01832,165436,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03581,Dethiobiotin,C01909,643,[H][C@@]1(C)NC(=O)N[C@]1([H])CCCCCC(O)=O
ECMDB03609,2-Aminoacrylic acid,C02218,123991,NC(=C)C(O)=O
ECMDB03701,Dimethylbenzimidazole,C03114,675,CC1=CC2=C(C=C1C)N=CN2
ECMDB03712,(2E)-Dodecenoyl-CoA,C03221,5280578,CCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(=O)([O-])[O-])N1C=NC2=C1N=CN=C2N
ECMDB03791,"3,4-Dihydroxyphenylacetaldehyde",C04043,119219,OC1=C(O)C=C(CC=O)C=C1
ECMDB03826,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",C04332,168989,CC1=C(C)N(CC(O)C(O)C(O)CO)C2=NC(=O)NC(=O)C2=N1
ECMDB03840,Phosphoroselenoic acid,C05172,1092,OP(O)(O)=[Se]
ECMDB03882,"N1-(5-Phospho-a-D-ribosyl)-5,6-dimethylbenzimidazole",C04778,444941,CC1=CC2=C(C=C1C)N(C=N2)[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
ECMDB03932,(S)-3-Hydroxyhexadecanoyl-CoA,C05258,440600,CCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03934,(S)-3-Hydroxytetradecanoyl-CoA,C05260,440602,CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03935,3-Oxotetradecanoyl-CoA,C05261,11966197,CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03936,(S)-3-Hydroxydodecanoyl-CoA,C05262,440603,CCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03937,3-Oxododecanoyl-CoA,C05263,440604,CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03938,(S)-Hydroxydecanoyl-CoA,C05264,16061159,CCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03939,3-Oxodecanoyl-CoA,C05265,440606,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03940,(S)-Hydroxyoctanoyl-CoA,C05266,5460008,[H][C@](O)(CCCCC)CC(=O)SCCNC(=O)CCNC(=O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H](C(O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB03941,3-Oxooctanoyl-CoA,C05267,440608,CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03942,(S)-Hydroxyhexanoyl-CoA,C05268,440609,CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03943,3-Oxohexanoyl-CoA,C05269,440610,CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03944,trans-2-Hexenoyl-CoA,C05271,5280765,CCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB03945,(2E)-Hexadecenoyl-CoA,C05272,5280766,CCCCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(=O)([O-])[O-])N1C=NC2=C1N=CN=C2N
ECMDB03946,(2E)-Tetradecenoyl-CoA,C05273,5280767,CCCCCCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB03948,(2E)-Decenoyl-CoA,C05275,5280768,CCCCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
ECMDB03949,(2E)-Octenoyl-CoA,C05276,5280769,CCCCC\C=C\C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
ECMDB03971,beta-D-Fructose 6-phosphate,C05345,440641,OC[C@@]1(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
ECMDB03974,Oxalosuccinic acid,C05379,972,OC(=O)CC(C(O)=O)C(=O)C(O)=O
ECMDB04001,2-Aceto-2-hydroxy-butyrate,C06006,8279,CC[C@](O)(C(C)=O)C(O)=O
ECMDB04002,2-Acetolactate,C00900,22,CC(=O)C(C)(O)C(O)=O
ECMDB04007,Allolactose,,11336802,[H]C1(O)O[C@]([H])(CO[C@]2([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O
ECMDB04010,"alpha,alpha-Trehalose 6-phosphate",C00689,122336,OCC1OC(OC2OC(COP(O)(O)=O)C(O)C(O)C2O)C(O)C(O)C1O
ECMDB04011,Galactose 1-phosphate,C00446,439995,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
ECMDB04012,Alpha-D-Galactose,C00984,439357,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ECMDB04013,1-Amino-2-propanol,C05771,4,CC(O)CN
ECMDB04014,1-Amino-propan-2-one-3-phosphate,C05672,3857,NC(CP(O)(O)=O)C(O)=O
ECMDB04017,gamma-Aminobutyric acid,C00334,119,NCCCC(O)=O
ECMDB04024,Betaine,C00719,247,C[N+](C)(C)CC([O-])=O
ECMDB04025,beta-D-Galactose,C00962,439353,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ECMDB04029,3-Carboxy-3-hydroxy-isocaproate,C02504,6419726,CC(C)C(O)(CC([O-])=O)C([O-])=O
ECMDB04030,Carbon dioxide,C00011,280,O=C=O
ECMDB04033,CDPglucose,C00501,25245528,[H][C@]1(COP([O-])(=O)OP(O)(=O)O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)O[C@@]([H])(N2C=CC(=N)N=C2[O-])[C@]([H])(O)[C@]1([H])O
ECMDB04034,Cyclic GMP,C00942,24316,NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1
ECMDB04037,Chloride,C00698,312,[Cl-]
ECMDB04040,Cob(I)alamin,C00853,5462228,[H][C@]12[C@H](CC(N)=O)[C@@]3(C)CCC(=O)NC[C@@]([H])(C)OP([O-])(=O)O[C@H]4[C@@H](O)[C@H](O[C@@H]4CO)N4C=[N](C5=CC(C)=C(C)C=C45)[Co]456N1C3=C(C)C1=[N]4C(=CC3=[N]5C(=C(C)C4=[N]6[C@]2(C)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O
ECMDB04042,2-Dehydro-D-gluconate,C06473,50,OCC(O)C(O)C(O)C(=O)C(O)=O
ECMDB04043,2-Dehydropantoate,C00966,38,CC(C)(CO)C(=O)C([O-])=O
ECMDB04044,2-Dehydro-3-deoxy-D-galactonate,C01216,37,OCC(O)C(O)CC(=O)C([O-])=O
ECMDB04045,2-Dehydro-3-deoxy-D-galactonate-6-phosphate,C01286,44229080,[H][C@@](O)(COP([O-])([O-])=O)[C@]([H])(O)CC(=O)C([O-])=O
ECMDB04047,3-Dehydro-2-deoxy-D-gluconate,C03926,627,OCC(O)C(O)C(=O)CC(O)=O
ECMDB04048,3-Dehydro-shikimate,C02637,5460360,OC1CC(=CC(=O)C1O)C([O-])=O
ECMDB04049,3-Dehydroquinate,C00944,439351,O[C@@H]1C[C@@](O)(CC(=O)[C@H]1O)C(O)=O
ECMDB04050,2-Deoxygluconate,C02782,22134426,OCC(O)C(O)C(O)CC([O-])=O
ECMDB04052,"2,5-Diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine",C01304,25244331,[H]C(O)([C@@]1([H])OC([H])(NC2=C(N)C(O)=NC(=N)N2)[C@]([H])(O)[C@]1([H])O)P(O)(O)=O
ECMDB04053,"(2,3-Dihydroxybenzoyl)adenylic acid",C04030,440201,[H][C@]1(COP(O)(=O)OC(=O)C2=C(O)C(O)=CC=C2)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
ECMDB04054,"1,4-Dihydroxy-2-naphthoic acid",C03657,671,OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1
ECMDB04055,"2,3-Dihydro-2,3-dihydroxybenzoic acid",C04171,23615184,OC1C=CC=C(C1O)C([O-])=O
ECMDB04056,"2,3-Dihydrodipicolinic acid",C03340,17,OC(=O)C1CC=CC(=N1)C(O)=O
ECMDB04059,"(R)-2,3-Dihydroxy-isovalerate",C04272,440279,CC(C)(O)[C@@H](O)C(O)=O
ECMDB04060,"3,4-Dihydroxy-2-butanone-4-P",C15556,21983291,CC(=O)C(O)COP([O-])([O-])=O
ECMDB04061,"3-(2,3-Dihydroxyphenyl)propionic acid",C04044,9543123,OC(=O)CCC1=C(O)C([O-])=CC=C1
ECMDB04062,"2,5-Diketo-D-gluconate",C02780,9548631,[H][C@@](O)(C(=O)CO)[C@]([H])(O)C(=O)C([O-])=O
ECMDB04063,2'-Deoxyinosine triphosphate,C01345,146302,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=NC2=C1NC=NC2=O
ECMDB04069,L-Fuculose,C01721,6857362,[H][C@@](C)(O)[C@@]([H])(O)[C@@]([H])(O)C(=O)CO
ECMDB04073,D-Glucuronic acid,C00191,444791,O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
ECMDB04077,Glyceric acid,C00258,439194,OC[C@@H](O)C(O)=O
ECMDB04080,2-Hydroxy-3-oxosuccinate,C03459,524,OC(C(O)=O)C(=O)C(O)=O
ECMDB04081,2-Hydroxy-6-ketononadienedicarboxylate,C04479,21158453,OC(=O)C([O-])=CC=CC(=O)CCC([O-])=O
ECMDB04083,3-(3-Hydroxyphenyl)propionate,C11457,6931501,OC(=O)CCC1=CC([O-])=CC=C1
ECMDB04085,Inosinic acid,C00130,8582,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O
ECMDB04087,Myoinositol,C00137,892,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O
ECMDB04088,Isocitric acid,C00311,1198,OC(C(CC(O)=O)C(O)=O)C(O)=O
ECMDB04091,2-Keto-3-methyl-valerate,C00671,6857401,CC[C@H](C)C(=O)C([O-])=O
ECMDB04092,alpha-Ketoisovaleric acid,C00141,49,CC(C)C(=O)C(O)=O
ECMDB04096,D-Lyxose,C00476,439240,[H][C@@]1(O)COC([H])(O)[C@@]([H])(O)[C@@]1([H])O
ECMDB04097,L-Lyxose,C01508,,O[C@@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O
ECMDB04101,D-Mannonate,C00514,5460054,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O
ECMDB04102,Menaquinone,C00828,4055,CC1=CC(=O)C2=CC=CC=C2C1=O
ECMDB04103,"2-C-Methyl-D-erythritol-2,4-cyclodiphosphate",C11453,21605869,[H][C@@]1(O)COP([O-])(=O)OP([O-])(=O)O[C@@]1(C)CO
ECMDB04104,2-C-Methyl-D-erythritol-4-phosphate,C11434,21896402,CC(O)(CO)C(O)COP([O-])([O-])=O
ECMDB04108,"1-Myo-inositol 1,2,3,4,5-pentakisphosphate",C04579,25246002,[H]C1(O)[C@]([H])(OP([O-])([O-])=O)[C@]([H])(OP([O-])([O-])=O)C([H])(OP([O-])([O-])=O)[C@@]([H])(OP([O-])([O-])=O)[C@]1([H])OP([O-])([O-])=O
ECMDB04111,NADPH,C00005,5884,NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
ECMDB04114,Nitrogen,C00697,947,N#N
ECMDB04117,2-Octaprenyl-6-hydroxyphenol,C05811,5280833,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(C)=CC=C1
ECMDB04119,2-Octaprenyl-6-methoxyphenol,C05812,5280834,COC1=CC=CC(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C1O
ECMDB04120,2-Octaprenylphenol,C05810,5280832,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O
ECMDB04123,Oxoglutaric acid,C00026,51,OC(=O)CCC(=O)C(O)=O
ECMDB04124,Oxygen,C00007,977,O=O
ECMDB04128,Benzeneacetic acid,C07086,999,OC(=O)CC1=CC=CC=C1
ECMDB04129,2-Phospho-D-glyceric acid,C00631,439278,OC[C@@H](OP(O)(O)=O)C(O)=O
ECMDB04130,Phosphoglycolic acid,C00988,529,OC(=O)COP(O)(O)=O
ECMDB04131,3-Phosphoglycerate,C00597,724,OC(COP(O)(O)=O)C(O)=O
