met_id,name,kegg_id,pubchem_id,moldb_smiles
ECMDB20131,Cis-4-Carboxymethylenebut-2-en-4-olide,C04431,5280677,OC(=O)\C=C1\OC(=O)C=C1
ECMDB20132,cis-Acetylacrylate,C07091,5281015,[H]\C(=C(/[H])C(O)=O)C(C)=O
ECMDB20133,CMP-3-Deoxy-D-manno-octulosonate,C04121,445888,[H][C@@](O)(CO)[C@@]1([H])O[C@@](C[C@@]([H])(O)[C@@]1([H])O)(OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)[C@]1([H])O)C(O)=O
ECMDB20135,D-4-Hydroxy-2-oxoglutarate,C05946,440853,[H][C@@](O)(CC(=O)C(O)=O)C(O)=O
ECMDB20136,D-Altronate,C00817,439315,[H][C@@](O)(CO)[C@@]([H])(O)[C@@]([H])(O)[C@]([H])(O)C(O)=O
ECMDB20137,D-Erythro-3-Methylmalate,C06032,440892,[H][C@@](C)(C(O)=O)[C@@]([H])(O)C(O)=O
ECMDB20138,D-Fructuronate,C00905,439343,[H][C@]1(O)[C@]([H])(O)C(O)(CO)O[C@]1([H])C(O)=O
ECMDB20139,D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose,C05404,440660,[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)[C@@]([H])(O[C@@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O)C=O
ECMDB20140,D-Galactonate,C15930,604,OCC(O)C(O)C(O)C(O)C(O)=O
ECMDB20141,D-Galactosamine 6-phosphate,C06377,5460111,[H]C1(O)O[C@]([H])(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])N
ECMDB20142,D-Galactosamine,C02262,24154,N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
ECMDB20143,D-Galacturonate,C00333,439215,O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
ECMDB20144,D-Phenylalanine,C02265,71567,NC(CC1=CC=CC=C1)C(O)=O
ECMDB20145,"D-Ribulose 1,5-bisphosphate",C01182,1192,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C(=O)COP(O)(O)=O
ECMDB20146,Ethylene glycol,C01380,174,OCCO
ECMDB20148,Formamidopyrimidine nucleoside triphosphate,C05922,440840,NC1=NC(N[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]2O)=C(NC=O)C(=O)N1
ECMDB20149,Galactitol 1-phosphate,C06311,440969,[H][C@@](O)(CO)[C@]([H])(O)[C@]([H])(O)[C@@]([H])(O)COP(O)(O)=O
ECMDB20150,gamma-Glutamyl-beta-aminopropiononitrile,C06114,440920,[H][C@](N)(CCC(O)=NCCC#N)C(O)=O
ECMDB20151,gamma-Glutamyl-beta-cyanoalanine,C05711,440768,NC(CCC(O)=NC(CC#N)C(O)=O)C(O)=O
ECMDB20154,Glutathione episulfonium ion,C14874,159079,[H][C@](N)(CCC(O)=N[C@@]([H])(C[S+]1CC1)C(O)=NCC(O)=O)C(O)=O
ECMDB20155,Glutathionylspermidine,C05730,440772,[H][C@](N)(CCC(O)=N[C@@]([H])(CS)C(O)=NCC(O)=NCCCNCCCCN)C(O)=O
ECMDB20156,Guanosine 3'-diphosphate 5'-triphosphate,C04494,38166,[H][C@]1(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])OP(O)(=O)OP(O)(O)=O
ECMDB20157,Guanosine 3'-phosphate,C06193,8339,OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C1NC(=N)N=C2O
ECMDB20158,"Guanosine 3',5'-bis(diphosphate)",C01228,439450,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])OP(O)(=O)OP(O)(O)=O
ECMDB20160,Indoleglycerol phosphate,C03506,444150,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2
ECMDB20161,"Inositol 1,2,3,5,6-pentakisphosphate",C04579,9548598,[H]C1(O)[C@]([H])(OP(O)(O)=O)[C@]([H])(OP(O)(O)=O)C([H])(OP(O)(O)=O)[C@@]([H])(OP(O)(O)=O)[C@]1([H])OP(O)(O)=O
ECMDB20162,Isochorismate,C00885,189062,[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O
ECMDB20164,L-Ascorbate 6-phosphate,C16186,23724654,[H][C@@]1(OC(=O)C(O)=C1[O-])[C@@H](O)COP([O-])([O-])=O
ECMDB20165,L-Fuculose 1-phosphate,C01099,6857415,CC(O)C(O)C(O)C(=O)COP([O-])([O-])=O
ECMDB20166,L-Rhamnulose 1-phosphate,C01131,439413,CC(O)C(O)C(O)C(=C)COP(C)(O)=C
ECMDB20167,L-Ribulose 5-phosphate,C01101,439399,[H][C@](O)(COP(O)(O)=O)[C@]([H])(O)C(=O)CO
ECMDB20169,L-Xylulose 5-phosphate,C03291,850,CC(COP([O-])([O-])=O)C(C)C(=O)CO
ECMDB20170,Lipoyl-AMP,C16238,23724672,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OC(=O)CCCCC2CCSS2)[C@@H](O)[C@H]1O
ECMDB20171,Maltose 6'-phosphate,C02995,439874,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
ECMDB20172,Meso-Tartaric acid,C00552,447315,OC(C(O)C(O)=O)C(O)=O
ECMDB20173,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol,C04851,23724480,NCCCC[C@]([H])(N=C(O)CC[C@@]([H])(N=C(O)[C@@](C)([H])N=C(O)C(C)([H])O[C@@]1([H])[C@@](O)([H])[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CCC=C(C)C)[C@]1([H])N=C(C)O)C(=O)O)C(O)=N[C@@](C)([H])C(O)=N[C@@](C)([H])C(=O)O
ECMDB20174,N-(5-Phospho-D-ribosyl)anthranilate,C04302,440289,[H]C(O)([C@@]1([H])OC([H])(NC2=CC=CC=C2C(O)=O)[C@]([H])(O)[C@]1([H])O)P(O)(O)=O
ECMDB20175,N-Acetyl-D-galactosamine 6-phosphate,C06376,16019956,[H]C1(O)O[C@]([H])(COP(O)(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])N=C(C)O
ECMDB20176,N-Acetyl-D-muramoate,C02713,5462244,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC([H])(O)[C@]1([H])N=C(C)O)C(O)=O
ECMDB20177,N-Acetylmuramic acid 6-phosphate,C16698,24798720,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(COP(O)(O)=O)OC([H])(O)[C@]1([H])N=C(C)O)C(O)=O
ECMDB20178,N-Acetylmuramoyl-Ala,C02999,5462248,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O)[C@]1([H])N=C(C)O)C(O)=N[C@]([H])(C)C(O)=O
ECMDB20179,N2-Succinyl-L-arginine,C03296,439968,[H][C@@](CCCNC(N)=N)(N=C(O)CCC(O)=O)C(O)=O
ECMDB20181,Oxalureate,C00802,456,OC(=N)N=C(O)C(O)=O
ECMDB20182,Oxalyl-CoA,C00313,439206,[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)C(O)=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20183,Precorrin 2,C02463,5280516,[H][C@@]1(CCC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C(CC4=[NH+]C(=CC5=NC(=CC(=N2)[C@@]1(C)CC(O)=O)[C@@]([H])(CCC(O)=O)[C@]5(C)CC(O)=O)C(CC(O)=O)=C4CCC(O)=O)[N-]3
ECMDB20184,Propanoyl phosphate,C02876,1034,CCC(=O)OP([O-])([O-])=O
ECMDB20186,"S-(1,2-Dichlorovinyl)glutathione",C14868,6437359,[H]\C(Cl)=C(/Cl)SC[C@]([H])(N=C(O)CC[C@]([H])(N)C(O)=O)C(O)=NCC(O)=O
ECMDB20187,S-(2-Chloroacetyl)glutathione,C14864,163913,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC(=O)CCl)C(O)=NCC(O)=O)C(O)=O
ECMDB20188,"S-(2,2-Dichloro-1-hydroxy)ethyl glutathione",C14861,11954070,[H][C@](N)(CCC(O)=N[C@@]([H])(CSC([H])(O)C(Cl)Cl)C(O)=NCC(O)=O)C(O)=O
ECMDB20189,S-(Formylmethyl)glutathione,C14871,11954074,[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC=O)C(O)=NCC(O)=O)C(O)=O
ECMDB20190,S-Ribosyl-L-homocysteine,C03539,440041,[H][C@](N)(CCSC[C@@]1([H])OC([H])(O)[C@]([H])(O)[C@]1([H])O)C(O)=O
ECMDB20191,Salicin 6-phosphate,C06188,440938,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(OC2=CC=CC=C2CO)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
ECMDB20192,"Sedoheptulose 1,7-bisphosphate",C00447,1193,OC(COP(O)(O)=O)C(O)C(O)C(O)C(=O)COP(O)(O)=O
ECMDB20193,Shikimate 3-phosphate,C03175,1095,[H][C@@]1(O)CC(=C[C@@]([H])(OP([O-])([O-])=O)[C@@]1([H])O)C([O-])=O
ECMDB20194,Siroheme,C00748,439303,C[C@]1(CC(O)=O)[C@H](CCC(O)=O)\C2=C\C3=C(CC(O)=O)C(CCC(O)=O)=C4\C=C5/N=C(/C=C6\N([Fe]N34)\C(=C/C1=N2)[C@@H](CCC(O)=O)[C@]6(C)CC(O)=O)C(CC(O)=O)=C5CCC(O)=O
ECMDB20195,Sirohydrochlorin,C05778,196427,C[C@]1(CC(O)=O)[C@H](CCC(O)=O)\C2=C\C3=N\C(=C/C4=C(CCC(O)=O)C(CC(O)=O)=C(N4)\C=C4/N=C(/C=C1\N2)[C@@H](CCC(O)=O)[C@]4(C)CC(O)=O)\C(CCC(O)=O)=C3CC(O)=O
ECMDB20196,Sucrose-6-phosphate,C16688,644101,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
ECMDB20197,"Trans-2,3-Dihydroxycinnamate",C12623,5282146,OC(=O)C=CC1=C(O)C(O)=CC=C1
ECMDB20198,Trans-4-Carboxymethylenebut-2-en-4-olide,C12838,5280677,OC(=O)C=C1OC(=O)C=C1
ECMDB20201,"UDP-2,3-Bis(3-hydroxytetradecanoyl)glucosamine",C04652,2372447,[H][C@@](O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(O)C[C@]([H])(O)CCCCCCCCCCC
ECMDB20202,UDP-N-Acetyl-D-mannosamine,C01170,449043,CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@H](CO)OC1OP(O)(=O)OP(O)(=O)OC[C@@H]1O[C@@H]([C@@H](O)[C@H]1O)N1C=CC(=O)NC1=O
ECMDB20203,"UDP-N-Acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C04877,23724481,[H]C(N)(CCCC([H])(N=C(O)CC[C@@]([H])(N=C(O)[C@]([H])(C)N=C(O)C([H])(C)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O)C(O)=O)C(O)=O)C(O)=O
ECMDB20204,UDP-N-Acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,C04882,23724482,[H]C(N)(CCC[C@]([H])(N=C(O)CC[C@@]([H])(N=C(O)[C@]([H])(C)N=C(O)C([H])(C)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O)C(O)=O)C(O)=N[C@]([H])(C)C(O)=NC([H])(C)C(O)=O)C(O)=O
ECMDB20205,UDP-N-Acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C04702,440448,[H]C(C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O)C(O)=N[C@@]([H])(C)C(O)=NC([H])(CCC(O)=N[C@@]([H])(CCCCN)C(O)=N[C@]([H])(C)C(O)=N[C@]([H])(C)C(O)=O)C(O)=O
ECMDB20206,UDP-N-Acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C05892,5462297,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=CC(O)=NC3=O)[C@]([H])(O)[C@]2([H])O)[C@]1([H])N=C(C)O)C(O)=N[C@@]([H])(C)C(O)=N[C@]([H])(CCC(O)=N[C@@]([H])(CCCCN)C(O)=O)C(O)=O
ECMDB20208,Undecaprenyl phosphate,C00348,5280338,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(O)=O
ECMDB20210,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C04882,11953874,OC[C@@]1([H])O[C@@]([H])(O[C@]2([H])[C@@]([H])(CO)OC([H])(OP(O)(=O)OP(O)(=O)OC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CCC=C(C)C)[C@]([H])(N=C(C)O)[C@@]2([H])OC(C)([H])C(O)=N[C@](C)([H])C(O)=N[C@]([H])(CCC(=N)O)C(O)=N[C@]([H])(CCC[C@@](N)([H])C(=O)O)C(O)=N[C@@](C)([H])C(O)=N[C@@](C)([H])C(=O)O)[C@]([H])(N=C(C)O)[C@](O)([H])[C@@]1(O)[H]
ECMDB20212,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C05898,23724492,OC[C@@]1([H])O[C@@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CCC=C(C)C)[C@]([H])(N=C(C)O)[C@@]2([H])OC(C)([H])C(O)=N[C@](C)([H])C(O)=N[C@]([H])(CCC(=O)O)C(O)=N[C@]([H])(CCC[C@@](N)([H])C(=O)O)C(O)=N[C@@](C)([H])C(O)=N[C@@](C)([H])C(=O)O)[C@]([H])(N=C(C)O)[C@](O)([H])[C@@]1(O)[H]
ECMDB20214,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C05893,23724490,NCCCC[C@]([H])(N=C(O)CCC([H])(N=C(O)[C@@](C)([H])N=C(O)C(C)([H])O[C@@]1([H])[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@](O)([H])[C@@](O)([H])[C@@]2([H])N=C(C)O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CC\C([H])=C(/C)CCC=C(C)C)[C@]1([H])N=C(C)O)C(=O)O)C(O)=N[C@@](C)([H])C(O)=N[C@@](C)([H])C(=O)O
ECMDB20216,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C05897,23724491,CC(NC(=O)C(C)NC(=O)C(CCCC([NH3+])C([O-])=O)NC(=O)C(CCC([O-])=O)NC(=O)C(C)NC(=O)C(C)OC1C(O)C(CO)OC(OP([O-])(=O)OP([O-])(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1NC(C)=O)C([O-])=O
ECMDB20217,Ureidoglycine,C02091,439649,NC(NC(O)=N)C(O)=O
ECMDB20219,1-Deoxyxylonojirimycin,,25203271,OC1C[NH2+]CC(O)C1O
ECMDB20220,1-Ethyladenine,,7,CCN1C=NC2=C(N)N=CN=C12
ECMDB20223,2'-(5-Triphosphoribosyl)-3'-dephospho-CoA,C19771,25203684,[H][C@](O)(C(O)=NCCC(O)=NCCS)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O[C@]2([H])O[C@]([H])(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@]([H])(O)[C@@]2([H])O)[C@]1([H])O
ECMDB20224,2-Carboxymuconate,C03666,25200400,[O-]C(=O)C=CC=C(C([O-])=O)C([O-])=O
ECMDB20225,2-Deoxy-D-glucose 6-phosphate,C06369,440992,[H]C1(O)C[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(COP(O)(O)=O)O1
ECMDB20226,2-Hydroxydeoxyadenosine 5'-triphosphate,,25202902,NC1=C2N=CN(C3CC(O)C(COP([O-])(=O)OP(O)(=O)OP([O-])([O-])=O)O3)C2=NC([O-])=N1
ECMDB20227,2-Hydroxymalonate,C02287,44,OC(C([O-])=O)C([O-])=O
ECMDB20228,2-Thiouridine,,3036443,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=S)[C@]([H])(O)[C@]1([H])O
ECMDB20231,3-Hydroxyadipyl-CoA,,90,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)C(O)C(O)=NCCC(O)=NCCSC(=O)CC(O)CCC(O)=O
ECMDB20237,5-Methylaminomethyl-2-selenouridine,,6336326,[H][C@@]1(CO)O[C@]([H])(N2C=C(CNC)C(O)=NC2=[Se])[C@@]([H])(O)[C@@]1([H])O
ECMDB20238,5-Methylaminomethyl-2-thiouridine,,3036488,[H][C@@]1(CO)O[C@]([H])(N2C=C(CNC)C(O)=NC2=S)[C@@]([H])(O)[C@@]1([H])O
ECMDB20246,8-Hydroxydeoxyguanosine 5'-triphosphate,,25201462,OC1CC(OC1COP(O)(=O)OP(O)(=O)OP([O-])([O-])=O)N1C([O-])=NC2=C1NC(=N)N=C2[O-]
ECMDB20257,"N-Acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol",,25200588,[H][C@@](N)(CCC[C@]([H])(N=C(O)CC[C@@]([H])(N=C(O)[C@]([H])(C)N=C(O)[C@@]([H])(C)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OP(O)(=O)OP(O)(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)[C@]1([H])N=C(C)O)C(O)=O)C(O)=N[C@]([H])(C)C(O)=N[C@]([H])(C)C(O)=O)C(O)=O
ECMDB20261,cis-dihydrodiol derivative of phenylacetyl-CoA,,25201059,[H]C(O)(C(O)=NCCC(O)=NCCSC(=O)C[C@@]1(O)C=CC=C[C@]1([H])O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1([H])OC([H])(N2C=NC3=C(N)N=CN=C23)C([H])(O)C1([H])OP(O)(O)=O
ECMDB20264,alpha-L-Fucose,C01019,17106,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
ECMDB20267,Cellobiose-6-phosphate,C04534,5459947,[H]C1(O)O[C@]([H])(CO)[C@@]([H])(O[C@]2([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
ECMDB20271,3-Keto-L-gulonate 6-phosphate,,393,OC(COP([O-])([O-])=O)C(O)C(=O)C(O)C(O)=O
ECMDB20274,Ethylenediamine,C00134,5063660,NCC[NH3+]
ECMDB20276,O-Phospho-D-serine,C02532,106,[H][C@@](N)(COP(O)(O)=O)C(O)=O
ECMDB20281,Molybdopterin guanine dinucleotide,,5486686,OC(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1O)N1C=NC2=C1NC(=N)N=C2O)C(=S)C(=S)C1=CNC2=C(N1)C(O)=NC(=N)N2
ECMDB20282,L-Ribose,,90428,[H][C@](O)(CO)[C@]([H])(O)[C@]([H])(O)C=O
ECMDB20288,D-Biotin D-sulfoxide,,83833,[H][C@]12CS(=O)[C@@]([H])(CCCCC(O)=O)[C@@]1([H])NC(O)=N2
ECMDB20290,N-Acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenyl-N-acetylglucosamine,,25203452,[H][C@](C)(O[C@@]1([H])[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])N=C(C)O)[C@@]([H])(CO)O[C@]([H])(OP(O)(=O)OP(O)(=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)[C@]1([H])N=C(C)O)C(O)=N[C@@]([H])(C)C(O)=N[C@]([H])(CCC(O)=O)C(O)=N[C@@]([H])(CCCCN)C(O)=N[C@]([H])(C)C(O)=N[C@]([H])(C)C(O)=O
ECMDB20294,7-Cyano-7-carbaguanine,C15996,446357,OC1=NC(=N)NC2=C1C(=CN2)C#N
ECMDB20295,L-Methionine-(S)-S-oxide,,11869258,C[S@](=O)CC[C@@H](N)C(O)=O
ECMDB20298,TDP-Glucose,,25202390,[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP([O-])(=O)OP(O)(=O)O[C@@]1([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N1C=C(C)C([O-])=NC1=O
ECMDB20310,"Di-trans,poly-cis-undecaprenyl phosphate",C17556,25202932,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCO[P-]([O])(=O)=O
ECMDB20324,ppGp,,188347,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20325,Decarboxy-SAM,,25203490,[H][C@]1(C[S+](C)CCC[NH3+])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
ECMDB20326,Methylphosphonate,C20396,13818,CP(O)(O)=O
ECMDB20327,Ethylphosphonate,,21680364,CCP(O)([O-])=O
ECMDB20328,Propylphosphonate,,25200508,CCCP(O)([O-])=O
ECMDB20329,3-Aminopropylphosphonate,,4868255,NCCCP(O)(O)=O
ECMDB20330,Phenylphosphonate,,5194779,[O-]P([O-])(=O)C1=CC=CC=C1
ECMDB20343,beta-D-ribofuranose,C16639,447347,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@@]1([H])O
ECMDB20344,beta-D-Ribopyranose,C08353,441481,O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O
ECMDB20347,alpha-N-acetylneuraminate,C19909,25203632,[H][C@](O)(CO)C([H])(O)[C@]1([H])O[C@](O)(C[C@]([H])(O)C1([H])N=C(C)[O-])C(O)=O
ECMDB20349,Maltoheptaose,,3037125,[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(OC[C@@]2([H])OC([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]1([H])O
ECMDB20360,"3,5-Tetradecadienoyl-CoA",,25202231,[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)CC=CC=CCCCCCCCC)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
ECMDB20401,Lipid IVb,,25203200,[H][C@@](O)(CCCCCCCCCCC)CC(=O)O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO[C@]2([H])O[C@]([H])(CO)[C@@]([H])(OP([O-])([O-])=O)[C@]([H])(OC(=O)C[C@]([H])(O)CCCCCCCCCCC)[C@@]2([H])N=C([O-])C[C@]([H])(O)CCCCCCCCCCC)O[C@]([H])(OP(O)(O)=O)[C@]1([H])N=C([O-])C[C@@]([H])(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
ECMDB20407,2-Aminogalactopyranose,,25245517,[H][C@@]1([NH3+])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)C1([H])O
ECMDB20428,Hydroxymethyl-dCDP,,25202010,[H][C@]1(O)C[C@]([H])(O[C@@]1([H])COP(O)(=O)OP([O-])([O-])=O)N1C=C(CO)C([O-])=NC1=O
