Batch-Tube,Timepoint,ionMz,Z-score median,Z-score std
5-12A,2.0,103.0402,-0.9263918793400006,0.0356723017266043
5-12A,2.0,103.0509,-0.9411692247333108,0.10408925187083592
5-12A,2.0,104.0352,-0.10018201824706371,0.3468346725622528
5-12A,2.0,105.0193,1.0074496611250838,0.44560515950688323
5-12A,2.0,107.0503,0.5378363190807671,0.7541077605357274
5-12A,2.0,109.0295,-1.0423610419051477,0.08060572185188566
5-12A,2.0,111.02,-1.2072899729748032,0.0046270284191484495
5-12A,2.0,112.0516,0.5847392559674713,0.2566290314988013
5-12A,2.0,113.0244,0.9583491634290862,0.067410140075815
5-12A,2.0,113.0357,-1.1751337792768255,0.02674321583099995
5-12A,2.0,114.056,-0.21426714820077736,0.004576260164997481
5-12A,2.0,115.0037,-0.9139080426729174,0.013300539559492388
5-12A,2.0,115.0402,-0.3720882572128321,0.4476371314254207
5-12A,2.0,115.0764,0.9932767321784988,0.5268687063718829
5-12A,2.0,116.0354,-1.1119937298499765,0.14178307232733176
5-12A,2.0,116.0717,-0.7711744547704268,0.017406800561472098
5-12A,2.0,117.0194,-0.9415568302917032,0.002614867777784282
5-12A,2.0,118.0508,-1.2088407474862923,0.22930942404562443
5-12A,2.0,118.9804,0.8162265830914974,0.0680839232348425
5-12A,2.0,119.0503,-0.8482977564846663,0.6308583993391154
5-12A,2.0,120.9273,0.3052128855639431,1.138270775650051
5-12A,2.0,121.0295,0.7189161909175223,0.2033115167143392
5-12A,2.0,121.0409,1.9148516444695995,0.2821501708095368
5-12A,2.0,122.0248,0.2086147184541648,0.34323270859501
5-12A,2.0,124.0075,0.6745049141195765,0.05502614467349639
5-12A,2.0,124.0144,0.478370392581124,0.3847186972735194
5-12A,2.0,125.0439,0.5926249653819706,0.32601712651558534
5-12A,2.0,127.0764,0.8888214917370608,0.423995046142861
5-12A,2.0,128.0354,0.9962322608791185,0.05649518276947481
5-12A,2.0,129.0193,-1.2338272482567545,0.05718535042570546
5-12A,2.0,129.0556,1.0096396657888163,0.9123599201550632
5-12A,2.0,130.0142,-0.692603036849881,0.21789799929714365
5-12A,2.0,130.0509,-1.061042202223618,0.011913428382584901
5-12A,2.0,130.0874,-0.9290017126487724,0.057104619715599804
5-12A,2.0,131.0008,-0.4027420151237775,0.8389105915319812
5-12A,2.0,131.0123,-0.7000178078009813,0.09040448343331335
5-12A,2.0,131.035,1.3032789041681871,0.2595018744310669
5-12A,2.0,131.0462,1.3556357014127753,0.20599646622414003
5-12A,2.0,131.0828,-0.23680466574675277,0.10697628656389656
5-12A,2.0,132.0302,-1.243481889101314,0.008277573827245945
5-12A,2.0,133.0142,-0.6325844744871192,0.045053431403058515
5-12A,2.0,133.0257,-0.764393319310893,0.12501992385122593
5-12A,2.0,133.0505,-1.3423383623680887,0.007198399267296545
5-12A,2.0,134.0472,-0.8755757355967847,0.2501450794359898
5-12A,2.0,134.0604,-1.0177895067343465,0.24297845689793116
5-12A,2.0,135.0302,-0.6261872831558809,0.11780371343843345
5-12A,2.0,135.0453,-1.5285567993214189,0.015027828104742638
5-12A,2.0,136.0404,-0.3173148946834027,0.09938342346897736
5-12A,2.0,136.0487,-1.4239239896562461,0.192777893866676
