,Well,Batch,Timepoint,Strain,Parallel,Plate
1965,D10,5,1,WT,D,P21
1966,D11,5,1,WT,E,P21
1967,D12,5,1,WT,F,P21
1986,A1,5,2,livH,A,P22
1987,A2,5,2,livH,B,P22
1988,A3,5,2,livH,C,P22
1989,A4,5,2,rhtB,A,P22
1990,A5,5,2,rhtB,B,P22
1991,A6,5,2,rhtB,C,P22
1992,A7,5,2,eamA,A,P22
1993,A8,5,2,eamA,B,P22
1994,A9,5,2,eamA,C,P22
1995,A10,5,2,metI,A,P22
1996,A11,5,2,metI,B,P22
1997,A12,5,2,metI,C,P22
1998,B1,5,2,tolC,A,P22
1999,B2,5,2,tolC,B,P22
2000,B3,5,2,tolC,C,P22
2001,B4,5,2,yahN,A,P22
2002,B5,5,2,yahN,B,P22
2003,B6,5,2,yahN,C,P22
2004,B7,5,2,kgtP,A,P22
2005,B8,5,2,kgtP,B,P22
2006,B9,5,2,kgtP,C,P22
2007,B10,5,2,WT,A,P22
2008,B11,5,2,WT,B,P22
2009,B12,5,2,WT,C,P22
2010,C1,5,2,manY,A,P22
2011,C2,5,2,manY,B,P22
2012,C3,5,2,manY,C,P22
2013,C4,5,2,hisQ,A,P22
2014,C5,5,2,hisQ,B,P22
2015,C6,5,2,hisQ,C,P22
2016,C7,5,2,ansP,A,P22
2017,C8,5,2,ansP,B,P22
2018,C9,5,2,ansP,C,P22
2019,C10,5,2,glpT,A,P22
2020,C11,5,2,glpT,B,P22
2021,C12,5,2,glpT,C,P22
2031,D10,5,2,WT,D,P22
2032,D11,5,2,WT,E,P22
2033,D12,5,2,WT,F,P22
2052,A1,5,3,livH,A,P23
2053,A2,5,3,livH,B,P23
2054,A3,5,3,livH,C,P23
2055,A4,5,3,rhtB,A,P23
2056,A5,5,3,rhtB,B,P23
2057,A6,5,3,rhtB,C,P23
2058,A7,5,3,eamA,A,P23
2059,A8,5,3,eamA,B,P23
2060,A9,5,3,eamA,C,P23
2061,A10,5,3,metI,A,P23
2062,A11,5,3,metI,B,P23
2063,A12,5,3,metI,C,P23
2064,B1,5,3,tolC,A,P23
2065,B2,5,3,tolC,B,P23
2066,B3,5,3,tolC,C,P23
2067,B4,5,3,yahN,A,P23
2068,B5,5,3,yahN,B,P23
2069,B6,5,3,yahN,C,P23
2070,B7,5,3,kgtP,A,P23
2071,B8,5,3,kgtP,B,P23
2072,B9,5,3,kgtP,C,P23
2073,B10,5,3,WT,A,P23
2074,B11,5,3,WT,B,P23
2075,B12,5,3,WT,C,P23
2076,C1,5,3,manY,A,P23
2077,C2,5,3,manY,B,P23
2078,C3,5,3,manY,C,P23
2079,C4,5,3,hisQ,A,P23
2080,C5,5,3,hisQ,B,P23
2081,C6,5,3,hisQ,C,P23
2082,C7,5,3,ansP,A,P23
2083,C8,5,3,ansP,B,P23
2084,C9,5,3,ansP,C,P23
2085,C10,5,3,glpT,A,P23
2086,C11,5,3,glpT,B,P23
2087,C12,5,3,glpT,C,P23
2097,D10,5,3,WT,D,P23
2098,D11,5,3,WT,E,P23
2099,D12,5,3,WT,F,P23
2118,A1,5,4,livH,A,P24
2119,A2,5,4,livH,B,P24
2120,A3,5,4,livH,C,P24
2121,A4,5,4,rhtB,A,P24
2122,A5,5,4,rhtB,B,P24
2123,A6,5,4,rhtB,C,P24
2124,A7,5,4,eamA,A,P24
2125,A8,5,4,eamA,B,P24
2126,A9,5,4,eamA,C,P24
2127,A10,5,4,metI,A,P24
2128,A11,5,4,metI,B,P24
2129,A12,5,4,metI,C,P24
2130,B1,5,4,tolC,A,P24
2131,B2,5,4,tolC,B,P24
2132,B3,5,4,tolC,C,P24
2133,B4,5,4,yahN,A,P24
2134,B5,5,4,yahN,B,P24
2135,B6,5,4,yahN,C,P24
2136,B7,5,4,kgtP,A,P24
2137,B8,5,4,kgtP,B,P24
2138,B9,5,4,kgtP,C,P24
2139,B10,5,4,WT,A,P24
2140,B11,5,4,WT,B,P24
2141,B12,5,4,WT,C,P24
2142,C1,5,4,manY,A,P24
2143,C2,5,4,manY,B,P24
2144,C3,5,4,manY,C,P24
2145,C4,5,4,hisQ,A,P24
2146,C5,5,4,hisQ,B,P24
2147,C6,5,4,hisQ,C,P24
2148,C7,5,4,ansP,A,P24
2149,C8,5,4,ansP,B,P24
2150,C9,5,4,ansP,C,P24
2151,C10,5,4,glpT,A,P24
2152,C11,5,4,glpT,B,P24
2153,C12,5,4,glpT,C,P24
2163,D10,5,4,WT,D,P24
2164,D11,5,4,WT,E,P24
2165,D12,5,4,WT,F,P24
2184,A1,5,5,livH,A,P25
2185,A2,5,5,livH,B,P25
2186,A3,5,5,livH,C,P25
2187,A4,5,5,rhtB,A,P25
2188,A5,5,5,rhtB,B,P25
2189,A6,5,5,rhtB,C,P25
2190,A7,5,5,eamA,A,P25
2191,A8,5,5,eamA,B,P25
2192,A9,5,5,eamA,C,P25
2193,A10,5,5,metI,A,P25
2194,A11,5,5,metI,B,P25
2195,A12,5,5,metI,C,P25
2196,B1,5,5,tolC,A,P25
2197,B2,5,5,tolC,B,P25
2198,B3,5,5,tolC,C,P25
2199,B4,5,5,yahN,A,P25
2200,B5,5,5,yahN,B,P25
2201,B6,5,5,yahN,C,P25
2202,B7,5,5,kgtP,A,P25
2203,B8,5,5,kgtP,B,P25
2204,B9,5,5,kgtP,C,P25
2205,B10,5,5,WT,A,P25
2206,B11,5,5,WT,B,P25
2207,B12,5,5,WT,C,P25
2208,C1,5,5,manY,A,P25
2209,C2,5,5,manY,B,P25
2210,C3,5,5,manY,C,P25
2211,C4,5,5,hisQ,A,P25
2212,C5,5,5,hisQ,B,P25
2213,C6,5,5,hisQ,C,P25
2214,C7,5,5,ansP,A,P25
2215,C8,5,5,ansP,B,P25
2216,C9,5,5,ansP,C,P25
2217,C10,5,5,glpT,A,P25
2218,C11,5,5,glpT,B,P25
2219,C12,5,5,glpT,C,P25
2229,D10,5,5,WT,D,P25
2230,D11,5,5,WT,E,P25
2231,D12,5,5,WT,F,P25
2250,A1,5,6,livH,A,P26
2251,A2,5,6,livH,B,P26
2252,A3,5,6,livH,C,P26
2253,A4,5,6,rhtB,A,P26
2254,A5,5,6,rhtB,B,P26
2255,A6,5,6,rhtB,C,P26
2256,A7,5,6,eamA,A,P26
2257,A8,5,6,eamA,B,P26
2258,A9,5,6,eamA,C,P26
2259,A10,5,6,metI,A,P26
2260,A11,5,6,metI,B,P26
2261,A12,5,6,metI,C,P26
2262,B1,5,6,tolC,A,P26
2263,B2,5,6,tolC,B,P26
2264,B3,5,6,tolC,C,P26
2265,B4,5,6,yahN,A,P26
2266,B5,5,6,yahN,B,P26
2267,B6,5,6,yahN,C,P26
2268,B7,5,6,kgtP,A,P26
2269,B8,5,6,kgtP,B,P26
2270,B9,5,6,kgtP,C,P26
2271,B10,5,6,WT,A,P26
2272,B11,5,6,WT,B,P26
2273,B12,5,6,WT,C,P26
2274,C1,5,6,manY,A,P26
2275,C2,5,6,manY,B,P26
2276,C3,5,6,manY,C,P26
2277,C4,5,6,hisQ,A,P26
2278,C5,5,6,hisQ,B,P26
2279,C6,5,6,hisQ,C,P26
2280,C7,5,6,ansP,A,P26
2281,C8,5,6,ansP,B,P26
2282,C9,5,6,ansP,C,P26
2283,C10,5,6,glpT,A,P26
2284,C11,5,6,glpT,B,P26
2285,C12,5,6,glpT,C,P26
2295,D10,5,6,WT,D,P26
2296,D11,5,6,WT,E,P26
2297,D12,5,6,WT,F,P26
2316,A1,5,7,livH,A,P27
2317,A2,5,7,livH,B,P27
2318,A3,5,7,livH,C,P27
2319,A4,5,7,rhtB,A,P27
2320,A5,5,7,rhtB,B,P27
2321,A6,5,7,rhtB,C,P27
2322,A7,5,7,eamA,A,P27
2323,A8,5,7,eamA,B,P27
2324,A9,5,7,eamA,C,P27
2325,A10,5,7,metI,A,P27
2326,A11,5,7,metI,B,P27
2327,A12,5,7,metI,C,P27
2328,B1,5,7,tolC,A,P27
2329,B2,5,7,tolC,B,P27
2330,B3,5,7,tolC,C,P27
2331,B4,5,7,yahN,A,P27
2332,B5,5,7,yahN,B,P27
2333,B6,5,7,yahN,C,P27
2334,B7,5,7,kgtP,A,P27
2335,B8,5,7,kgtP,B,P27
2336,B9,5,7,kgtP,C,P27
2337,B10,5,7,WT,A,P27
2338,B11,5,7,WT,B,P27
2339,B12,5,7,WT,C,P27
2340,C1,5,7,manY,A,P27
2341,C2,5,7,manY,B,P27
2342,C3,5,7,manY,C,P27
2343,C4,5,7,hisQ,A,P27
2344,C5,5,7,hisQ,B,P27
2345,C6,5,7,hisQ,C,P27
2346,C7,5,7,ansP,A,P27
2347,C8,5,7,ansP,B,P27
2348,C9,5,7,ansP,C,P27
2349,C10,5,7,glpT,A,P27
2350,C11,5,7,glpT,B,P27
2351,C12,5,7,glpT,C,P27
2361,D10,5,7,WT,D,P27
2362,D11,5,7,WT,E,P27
2363,D12,5,7,WT,F,P27
2382,A1,5,8,livH,A,P28
2383,A2,5,8,livH,B,P28
2384,A3,5,8,livH,C,P28
2385,A4,5,8,rhtB,A,P28
2386,A5,5,8,rhtB,B,P28
2387,A6,5,8,rhtB,C,P28
2388,A7,5,8,eamA,A,P28
2389,A8,5,8,eamA,B,P28
2390,A9,5,8,eamA,C,P28
2391,A10,5,8,metI,A,P28
2392,A11,5,8,metI,B,P28
2393,A12,5,8,metI,C,P28
2394,B1,5,8,tolC,A,P28
2395,B2,5,8,tolC,B,P28
2396,B3,5,8,tolC,C,P28
2397,B4,5,8,yahN,A,P28
2398,B5,5,8,yahN,B,P28
2399,B6,5,8,yahN,C,P28
2400,B7,5,8,kgtP,A,P28
2401,B8,5,8,kgtP,B,P28
2402,B9,5,8,kgtP,C,P28
2403,B10,5,8,WT,A,P28
2404,B11,5,8,WT,B,P28
2405,B12,5,8,WT,C,P28
2406,C1,5,8,manY,A,P28
2407,C2,5,8,manY,B,P28
2408,C3,5,8,manY,C,P28
2409,C4,5,8,hisQ,A,P28
2410,C5,5,8,hisQ,B,P28
2411,C6,5,8,hisQ,C,P28
2412,C7,5,8,ansP,A,P28
2413,C8,5,8,ansP,B,P28
2414,C9,5,8,ansP,C,P28
2415,C10,5,8,glpT,A,P28
2416,C11,5,8,glpT,B,P28
2417,C12,5,8,glpT,C,P28
2427,D10,5,8,WT,D,P28
2428,D11,5,8,WT,E,P28
2429,D12,5,8,WT,F,P28
2448,A1,5,9,livH,A,P29
2449,A2,5,9,livH,B,P29
2450,A3,5,9,livH,C,P29
2451,A4,5,9,rhtB,A,P29
2452,A5,5,9,rhtB,B,P29
2453,A6,5,9,rhtB,C,P29
2454,A7,5,9,eamA,A,P29
2455,A8,5,9,eamA,B,P29
2456,A9,5,9,eamA,C,P29
2457,A10,5,9,metI,A,P29
2458,A11,5,9,metI,B,P29
2459,A12,5,9,metI,C,P29
2460,B1,5,9,tolC,A,P29
2461,B2,5,9,tolC,B,P29
2462,B3,5,9,tolC,C,P29
2463,B4,5,9,yahN,A,P29
2464,B5,5,9,yahN,B,P29
2465,B6,5,9,yahN,C,P29
2466,B7,5,9,kgtP,A,P29
2467,B8,5,9,kgtP,B,P29
2468,B9,5,9,kgtP,C,P29
2469,B10,5,9,WT,A,P29
2470,B11,5,9,WT,B,P29
2471,B12,5,9,WT,C,P29
2472,C1,5,9,manY,A,P29
2473,C2,5,9,manY,B,P29
2474,C3,5,9,manY,C,P29
2475,C4,5,9,hisQ,A,P29
2476,C5,5,9,hisQ,B,P29
2477,C6,5,9,hisQ,C,P29
2478,C7,5,9,ansP,A,P29
2479,C8,5,9,ansP,B,P29
2480,C9,5,9,ansP,C,P29
2481,C10,5,9,glpT,A,P29
2482,C11,5,9,glpT,B,P29
2483,C12,5,9,glpT,C,P29
2493,D10,5,9,WT,D,P29
2494,D11,5,9,WT,E,P29
2495,D12,5,9,WT,F,P29
2514,A1,5,10,livH,A,P30
2515,A2,5,10,livH,B,P30
2516,A3,5,10,livH,C,P30
2517,A4,5,10,rhtB,A,P30
2518,A5,5,10,rhtB,B,P30
2519,A6,5,10,rhtB,C,P30
2520,A7,5,10,eamA,A,P30
2521,A8,5,10,eamA,B,P30
2522,A9,5,10,eamA,C,P30
2523,A10,5,10,metI,A,P30
2524,A11,5,10,metI,B,P30
2525,A12,5,10,metI,C,P30
2526,B1,5,10,tolC,A,P30
2527,B2,5,10,tolC,B,P30
2528,B3,5,10,tolC,C,P30
2529,B4,5,10,yahN,A,P30
2530,B5,5,10,yahN,B,P30
2531,B6,5,10,yahN,C,P30
2532,B7,5,10,kgtP,A,P30
2533,B8,5,10,kgtP,B,P30
2534,B9,5,10,kgtP,C,P30
2535,B10,5,10,WT,A,P30
2536,B11,5,10,WT,B,P30
2537,B12,5,10,WT,C,P30
2538,C1,5,10,manY,A,P30
2539,C2,5,10,manY,B,P30
2540,C3,5,10,manY,C,P30
2541,C4,5,10,hisQ,A,P30
2542,C5,5,10,hisQ,B,P30
2543,C6,5,10,hisQ,C,P30
2544,C7,5,10,ansP,A,P30
2545,C8,5,10,ansP,B,P30
2546,C9,5,10,ansP,C,P30
2547,C10,5,10,glpT,A,P30
2548,C11,5,10,glpT,B,P30
2549,C12,5,10,glpT,C,P30
2559,D10,5,10,WT,D,P30
2560,D11,5,10,WT,E,P30
2561,D12,5,10,WT,F,P30
2580,G1,5,11,tolC,A,P29
2581,G2,5,11,tolC,B,P29
2582,G3,5,11,tolC,C,P29
2589,H1,5,12,tolC,A,P29
2590,H2,5,12,tolC,B,P29
2591,H3,5,12,tolC,C,P29
